location,date,vaccine,total_vaccinations
South Korea,27/08/2021,Pfizer/BioNTech,20498527
South Korea,28/08/2021,Johnson&Johnson,1216178
South Korea,28/08/2021,Moderna,2500613
South Korea,28/08/2021,Oxford/AstraZeneca,17244050
South Korea,28/08/2021,Pfizer/BioNTech,20773338
South Korea,29/08/2021,Johnson&Johnson,1218399
South Korea,29/08/2021,Moderna,2500924
South Korea,29/08/2021,Oxford/AstraZeneca,17257351
South Korea,29/08/2021,Pfizer/BioNTech,20788240
South Korea,30/08/2021,Johnson&Johnson,1228119
South Korea,30/08/2021,Moderna,2519810
South Korea,30/08/2021,Oxford/AstraZeneca,17778295
South Korea,30/08/2021,Pfizer/BioNTech,21214486
South Korea,31/08/2021,Johnson&Johnson,1243638
South Korea,31/08/2021,Moderna,2537667
South Korea,31/08/2021,Oxford/AstraZeneca,18225633
South Korea,31/08/2021,Pfizer/BioNTech,21493081
South Korea,1/09/2021,Johnson&Johnson,1260803
South Korea,1/09/2021,Moderna,2556402
South Korea,1/09/2021,Oxford/AstraZeneca,18541417
South Korea,1/09/2021,Pfizer/BioNTech,21835592
South Korea,2/09/2021,Johnson&Johnson,1279023
South Korea,2/09/2021,Moderna,2576767
South Korea,2/09/2021,Oxford/AstraZeneca,18869246
South Korea,2/09/2021,Pfizer/BioNTech,22135078
South Korea,3/09/2021,Johnson&Johnson,1295800
South Korea,3/09/2021,Moderna,2605952
South Korea,3/09/2021,Oxford/AstraZeneca,19273332
South Korea,3/09/2021,Pfizer/BioNTech,22598784
South Korea,4/09/2021,Johnson&Johnson,1304813
South Korea,4/09/2021,Moderna,2625525
South Korea,4/09/2021,Oxford/AstraZeneca,19438903
South Korea,4/09/2021,Pfizer/BioNTech,22775159
South Korea,5/09/2021,Johnson&Johnson,1307406
South Korea,5/09/2021,Moderna,2627370
South Korea,5/09/2021,Oxford/AstraZeneca,19439319
South Korea,5/09/2021,Pfizer/BioNTech,22785363
South Korea,6/09/2021,Johnson&Johnson,1316695
South Korea,6/09/2021,Moderna,2948457
South Korea,6/09/2021,Oxford/AstraZeneca,19453294
South Korea,6/09/2021,Pfizer/BioNTech,23808651
South Korea,7/09/2021,Johnson&Johnson,1328308
South Korea,7/09/2021,Moderna,3128893
South Korea,7/09/2021,Oxford/AstraZeneca,19466433
South Korea,7/09/2021,Pfizer/BioNTech,24586876
South Korea,8/09/2021,Johnson&Johnson,1340528
South Korea,8/09/2021,Moderna,3253902
South Korea,8/09/2021,Oxford/AstraZeneca,19475452
South Korea,8/09/2021,Pfizer/BioNTech,25121333
South Korea,9/09/2021,Johnson&Johnson,1352118
South Korea,9/09/2021,Moderna,3384432
South Korea,9/09/2021,Oxford/AstraZeneca,19483700
South Korea,9/09/2021,Pfizer/BioNTech,25691472
South Korea,10/09/2021,Johnson&Johnson,1362876
South Korea,10/09/2021,Moderna,3596274
South Korea,10/09/2021,Oxford/AstraZeneca,19493345
South Korea,10/09/2021,Pfizer/BioNTech,26519062
South Korea,11/09/2021,Johnson&Johnson,1372647
South Korea,11/09/2021,Moderna,3718271
South Korea,11/09/2021,Oxford/AstraZeneca,19495772
South Korea,11/09/2021,Pfizer/BioNTech,26916461
South Korea,12/09/2021,Johnson&Johnson,1375606
South Korea,12/09/2021,Moderna,3728140
South Korea,12/09/2021,Oxford/AstraZeneca,19496224
South Korea,12/09/2021,Pfizer/BioNTech,26948614
South Korea,13/09/2021,Johnson&Johnson,1382893
South Korea,13/09/2021,Moderna,4129504
South Korea,13/09/2021,Oxford/AstraZeneca,19498865
South Korea,13/09/2021,Pfizer/BioNTech,27779861
South Korea,14/09/2021,Johnson&Johnson,1393128
South Korea,14/09/2021,Moderna,4393136
South Korea,14/09/2021,Oxford/AstraZeneca,19501611
South Korea,14/09/2021,Pfizer/BioNTech,28319263
South Korea,15/09/2021,Johnson&Johnson,1403207
South Korea,15/09/2021,Moderna,4555064
South Korea,15/09/2021,Oxford/AstraZeneca,19503970
South Korea,15/09/2021,Pfizer/BioNTech,28950047
South Korea,16/09/2021,Johnson&Johnson,1413117
South Korea,16/09/2021,Moderna,4744361
South Korea,16/09/2021,Oxford/AstraZeneca,19506441
South Korea,16/09/2021,Pfizer/BioNTech,29482405
South Korea,17/09/2021,Johnson&Johnson,1424790
South Korea,17/09/2021,Moderna,5102369
South Korea,17/09/2021,Oxford/AstraZeneca,19510462
South Korea,17/09/2021,Pfizer/BioNTech,30202635
South Korea,18/09/2021,Johnson&Johnson,1429692
South Korea,18/09/2021,Moderna,5334845
South Korea,18/09/2021,Oxford/AstraZeneca,19511455
South Korea,18/09/2021,Pfizer/BioNTech,30542537
South Korea,19/09/2021,Johnson&Johnson,1429900
South Korea,19/09/2021,Moderna,5346787
South Korea,19/09/2021,Oxford/AstraZeneca,19511681
South Korea,19/09/2021,Pfizer/BioNTech,30577882
South Korea,20/09/2021,Johnson&Johnson,1429951
South Korea,20/09/2021,Moderna,5368089
South Korea,20/09/2021,Oxford/AstraZeneca,19511998
South Korea,20/09/2021,Pfizer/BioNTech,30601187
South Korea,21/09/2021,Johnson&Johnson,1429971
South Korea,21/09/2021,Moderna,5372686
South Korea,21/09/2021,Oxford/AstraZeneca,19512304
South Korea,21/09/2021,Pfizer/BioNTech,30608246
South Korea,22/09/2021,Johnson&Johnson,1430110
South Korea,22/09/2021,Moderna,5390857
South Korea,22/09/2021,Oxford/AstraZeneca,19512639
South Korea,22/09/2021,Pfizer/BioNTech,30634068
South Korea,23/09/2021,Johnson&Johnson,1435045
South Korea,23/09/2021,Moderna,5763270
South Korea,23/09/2021,Oxford/AstraZeneca,19515215
South Korea,23/09/2021,Pfizer/BioNTech,31187627
South Korea,24/09/2021,Johnson&Johnson,1439581
South Korea,24/09/2021,Moderna,6161981
South Korea,24/09/2021,Oxford/AstraZeneca,19518398
South Korea,24/09/2021,Pfizer/BioNTech,31808748
South Korea,25/09/2021,Johnson&Johnson,1440496
South Korea,25/09/2021,Moderna,6374778
South Korea,25/09/2021,Oxford/AstraZeneca,19519166
South Korea,25/09/2021,Pfizer/BioNTech,32122724
South Korea,26/09/2021,Johnson&Johnson,1441248
South Korea,26/09/2021,Moderna,6389879
South Korea,26/09/2021,Oxford/AstraZeneca,19519324
South Korea,26/09/2021,Pfizer/BioNTech,32156941
South Korea,27/09/2021,Johnson&Johnson,1445086
South Korea,27/09/2021,Moderna,6869665
South Korea,27/09/2021,Oxford/AstraZeneca,19521499
South Korea,27/09/2021,Pfizer/BioNTech,32795592
South Korea,28/09/2021,Johnson&Johnson,1448486
South Korea,28/09/2021,Moderna,7227650
South Korea,28/09/2021,Oxford/AstraZeneca,19524746
South Korea,28/09/2021,Pfizer/BioNTech,33374724
South Korea,29/09/2021,Johnson&Johnson,1452812
South Korea,29/09/2021,Moderna,7491470
South Korea,29/09/2021,Oxford/AstraZeneca,19528559
South Korea,29/09/2021,Pfizer/BioNTech,33856298
South Korea,30/09/2021,Johnson&Johnson,1456392
South Korea,30/09/2021,Moderna,7810418
South Korea,30/09/2021,Oxford/AstraZeneca,19542851
South Korea,30/09/2021,Pfizer/BioNTech,34401885
South Korea,1/10/2021,Johnson&Johnson,1459063
South Korea,1/10/2021,Moderna,8155862
South Korea,1/10/2021,Oxford/AstraZeneca,19579016
South Korea,1/10/2021,Pfizer/BioNTech,35112303
South Korea,2/10/2021,Johnson&Johnson,1461008
South Korea,2/10/2021,Moderna,8346360
South Korea,2/10/2021,Oxford/AstraZeneca,19581735
South Korea,2/10/2021,Pfizer/BioNTech,35447164
South Korea,3/10/2021,Johnson&Johnson,1461104
South Korea,3/10/2021,Moderna,8357273
South Korea,3/10/2021,Oxford/AstraZeneca,19581945
South Korea,3/10/2021,Pfizer/BioNTech,35473088
South Korea,4/10/2021,Johnson&Johnson,1461353
South Korea,4/10/2021,Moderna,8385073
South Korea,4/10/2021,Oxford/AstraZeneca,19601825
South Korea,4/10/2021,Pfizer/BioNTech,35660934
South Korea,5/10/2021,Johnson&Johnson,1464151
South Korea,5/10/2021,Moderna,8443607
South Korea,5/10/2021,Oxford/AstraZeneca,19656063
South Korea,5/10/2021,Pfizer/BioNTech,36352455
South Korea,6/10/2021,Johnson&Johnson,1466971
South Korea,6/10/2021,Moderna,8488209
South Korea,6/10/2021,Oxford/AstraZeneca,19688528
South Korea,6/10/2021,Pfizer/BioNTech,36816875
South Korea,7/10/2021,Johnson&Johnson,1469441
South Korea,7/10/2021,Moderna,8536956
South Korea,7/10/2021,Oxford/AstraZeneca,19725571
South Korea,7/10/2021,Pfizer/BioNTech,37472755
South Korea,8/10/2021,Johnson&Johnson,1471668
South Korea,8/10/2021,Moderna,8636081
South Korea,8/10/2021,Oxford/AstraZeneca,19776739
South Korea,8/10/2021,Pfizer/BioNTech,38460967
South Korea,9/10/2021,Johnson&Johnson,1472099
South Korea,9/10/2021,Moderna,8655091
South Korea,9/10/2021,Oxford/AstraZeneca,19780209
South Korea,9/10/2021,Pfizer/BioNTech,38553020
South Korea,10/10/2021,Johnson&Johnson,1472389
South Korea,10/10/2021,Moderna,8658863
South Korea,10/10/2021,Oxford/AstraZeneca,19781556
South Korea,10/10/2021,Pfizer/BioNTech,38568649
South Korea,11/10/2021,Johnson&Johnson,1472548
South Korea,11/10/2021,Moderna,8803729
South Korea,11/10/2021,Oxford/AstraZeneca,19788785
South Korea,11/10/2021,Pfizer/BioNTech,38675989
South Korea,12/10/2021,Johnson&Johnson,1474595
South Korea,12/10/2021,Moderna,8999415
South Korea,12/10/2021,Oxford/AstraZeneca,19814374
South Korea,12/10/2021,Pfizer/BioNTech,39156806
South Korea,13/10/2021,Johnson&Johnson,1476660
South Korea,13/10/2021,Moderna,9114007
South Korea,13/10/2021,Oxford/AstraZeneca,19836626
South Korea,13/10/2021,Pfizer/BioNTech,39484231
South Korea,14/10/2021,Johnson&Johnson,1478129
South Korea,14/10/2021,Moderna,9235929
South Korea,14/10/2021,Oxford/AstraZeneca,19856663
South Korea,14/10/2021,Pfizer/BioNTech,39851606
South Korea,15/10/2021,Johnson&Johnson,1480196
South Korea,15/10/2021,Moderna,9473402
South Korea,15/10/2021,Oxford/AstraZeneca,19883531
South Korea,15/10/2021,Pfizer/BioNTech,40393149
South Korea,16/10/2021,Johnson&Johnson,1481029
South Korea,16/10/2021,Moderna,9630993
South Korea,16/10/2021,Oxford/AstraZeneca,19894069
South Korea,16/10/2021,Pfizer/BioNTech,40643041
South Korea,17/10/2021,Johnson&Johnson,1481530
South Korea,17/10/2021,Moderna,9636877
South Korea,17/10/2021,Oxford/AstraZeneca,19894336
South Korea,17/10/2021,Pfizer/BioNTech,40657907
South Korea,18/10/2021,Johnson&Johnson,1482845
South Korea,18/10/2021,Moderna,9864151
South Korea,18/10/2021,Oxford/AstraZeneca,19909058
South Korea,18/10/2021,Pfizer/BioNTech,41115375
South Korea,19/10/2021,Johnson&Johnson,1484051
South Korea,19/10/2021,Moderna,10009786
South Korea,19/10/2021,Oxford/AstraZeneca,19924231
South Korea,19/10/2021,Pfizer/BioNTech,41436139
South Korea,20/10/2021,Johnson&Johnson,1485398
South Korea,20/10/2021,Moderna,10103114
South Korea,20/10/2021,Oxford/AstraZeneca,19948044
South Korea,20/10/2021,Pfizer/BioNTech,41709075
South Korea,21/10/2021,Johnson&Johnson,1486370
South Korea,21/10/2021,Moderna,10241849
South Korea,21/10/2021,Oxford/AstraZeneca,19956540
South Korea,21/10/2021,Pfizer/BioNTech,42028363
South Korea,22/10/2021,Johnson&Johnson,1487889
South Korea,22/10/2021,Moderna,10492322
South Korea,22/10/2021,Oxford/AstraZeneca,19966235
South Korea,22/10/2021,Pfizer/BioNTech,42465249
South Korea,23/10/2021,Johnson&Johnson,1488397
South Korea,23/10/2021,Moderna,10644496
South Korea,23/10/2021,Oxford/AstraZeneca,19969072
South Korea,23/10/2021,Pfizer/BioNTech,42695104
South Korea,24/10/2021,Johnson&Johnson,1488931
South Korea,24/10/2021,Moderna,10651427
South Korea,24/10/2021,Oxford/AstraZeneca,19969210
South Korea,24/10/2021,Pfizer/BioNTech,42708043
South Korea,25/10/2021,Johnson&Johnson,1490152
South Korea,25/10/2021,Moderna,10864422
South Korea,25/10/2021,Oxford/AstraZeneca,19975510
South Korea,25/10/2021,Pfizer/BioNTech,42997938
South Korea,26/10/2021,Johnson&Johnson,1491434
South Korea,26/10/2021,Moderna,11001585
South Korea,26/10/2021,Oxford/AstraZeneca,19982488
South Korea,26/10/2021,Pfizer/BioNTech,43173607
South Korea,27/10/2021,Johnson&Johnson,1492484
South Korea,27/10/2021,Moderna,11130319
South Korea,27/10/2021,Oxford/AstraZeneca,19988863
South Korea,27/10/2021,Pfizer/BioNTech,43372677
South Korea,28/10/2021,Johnson&Johnson,1493515
South Korea,28/10/2021,Moderna,11459107
South Korea,28/10/2021,Oxford/AstraZeneca,19995739
South Korea,28/10/2021,Pfizer/BioNTech,43721558
South Korea,29/10/2021,Johnson&Johnson,1494916
South Korea,29/10/2021,Moderna,11846013
South Korea,29/10/2021,Oxford/AstraZeneca,20003951
South Korea,29/10/2021,Pfizer/BioNTech,44086186
South Korea,30/10/2021,Johnson&Johnson,1495429
South Korea,30/10/2021,Moderna,12058704
South Korea,30/10/2021,Oxford/AstraZeneca,20005638
South Korea,30/10/2021,Pfizer/BioNTech,44266019
South Korea,31/10/2021,Johnson&Johnson,1495709
South Korea,31/10/2021,Moderna,12070021
South Korea,31/10/2021,Oxford/AstraZeneca,20005737
South Korea,31/10/2021,Pfizer/BioNTech,44278549
South Korea,1/11/2021,Johnson&Johnson,1496298
South Korea,1/11/2021,Moderna,12146834
South Korea,1/11/2021,Oxford/AstraZeneca,20007637
South Korea,1/11/2021,Pfizer/BioNTech,44401372
South Korea,2/11/2021,Johnson&Johnson,1496758
South Korea,2/11/2021,Moderna,12204329
South Korea,2/11/2021,Oxford/AstraZeneca,20009686
South Korea,2/11/2021,Pfizer/BioNTech,44471262
South Korea,3/11/2021,Johnson&Johnson,1497426
South Korea,3/11/2021,Moderna,12250942
South Korea,3/11/2021,Oxford/AstraZeneca,20011400
South Korea,3/11/2021,Pfizer/BioNTech,44562965
South Korea,4/11/2021,Johnson&Johnson,1498188
South Korea,4/11/2021,Moderna,12325648
South Korea,4/11/2021,Oxford/AstraZeneca,20012943
South Korea,4/11/2021,Pfizer/BioNTech,44670417
South Korea,5/11/2021,Johnson&Johnson,1498840
South Korea,5/11/2021,Moderna,12424266
South Korea,5/11/2021,Oxford/AstraZeneca,20015405
South Korea,5/11/2021,Pfizer/BioNTech,44802369
South Korea,6/11/2021,Johnson&Johnson,1499028
South Korea,6/11/2021,Moderna,12462040
South Korea,6/11/2021,Oxford/AstraZeneca,20015842
South Korea,6/11/2021,Pfizer/BioNTech,44872513
South Korea,7/11/2021,Johnson&Johnson,1499137
South Korea,7/11/2021,Moderna,12464886
South Korea,7/11/2021,Oxford/AstraZeneca,20015918
South Korea,7/11/2021,Pfizer/BioNTech,44876141
South Korea,8/11/2021,Johnson&Johnson,1499816
South Korea,8/11/2021,Moderna,12566555
South Korea,8/11/2021,Oxford/AstraZeneca,20016978
South Korea,8/11/2021,Pfizer/BioNTech,45052771
South Korea,9/11/2021,Johnson&Johnson,1500251
South Korea,9/11/2021,Moderna,12661116
South Korea,9/11/2021,Oxford/AstraZeneca,20018031
South Korea,9/11/2021,Pfizer/BioNTech,45128085
South Korea,10/11/2021,Johnson&Johnson,1500777
South Korea,10/11/2021,Moderna,12712554
South Korea,10/11/2021,Oxford/AstraZeneca,20019083
South Korea,10/11/2021,Pfizer/BioNTech,45250814
South Korea,11/11/2021,Johnson&Johnson,1501227
South Korea,11/11/2021,Moderna,12768398
South Korea,11/11/2021,Oxford/AstraZeneca,20020074
South Korea,11/11/2021,Pfizer/BioNTech,45366389
South Korea,12/11/2021,Johnson&Johnson,1501755
South Korea,12/11/2021,Moderna,12855656
South Korea,12/11/2021,Oxford/AstraZeneca,20021503
South Korea,12/11/2021,Pfizer/BioNTech,45504923
South Korea,13/11/2021,Johnson&Johnson,1501894
South Korea,13/11/2021,Moderna,12913532
South Korea,13/11/2021,Oxford/AstraZeneca,20021751
South Korea,13/11/2021,Pfizer/BioNTech,45603318
South Korea,14/11/2021,Johnson&Johnson,1501943
South Korea,14/11/2021,Moderna,12915048
South Korea,14/11/2021,Oxford/AstraZeneca,20021789
South Korea,14/11/2021,Pfizer/BioNTech,45607450
South Korea,15/11/2021,Johnson&Johnson,1502285
South Korea,15/11/2021,Moderna,12945401
South Korea,15/11/2021,Oxford/AstraZeneca,20022422
South Korea,15/11/2021,Pfizer/BioNTech,45727122
South Korea,16/11/2021,Johnson&Johnson,1502726
South Korea,16/11/2021,Moderna,12965242
South Korea,16/11/2021,Oxford/AstraZeneca,20023168
South Korea,16/11/2021,Pfizer/BioNTech,45787337
South Korea,17/11/2021,Johnson&Johnson,1503183
South Korea,17/11/2021,Moderna,12980103
South Korea,17/11/2021,Oxford/AstraZeneca,20023979
South Korea,17/11/2021,Pfizer/BioNTech,45883492
South Korea,18/11/2021,Johnson&Johnson,1503524
South Korea,18/11/2021,Moderna,12991149
South Korea,18/11/2021,Oxford/AstraZeneca,20024851
South Korea,18/11/2021,Pfizer/BioNTech,45976899
South Korea,19/11/2021,Johnson&Johnson,1503935
South Korea,19/11/2021,Moderna,13009258
South Korea,19/11/2021,Oxford/AstraZeneca,20026061
South Korea,19/11/2021,Pfizer/BioNTech,46084484
South Korea,20/11/2021,Johnson&Johnson,1504035
South Korea,20/11/2021,Moderna,13017339
South Korea,20/11/2021,Oxford/AstraZeneca,20026211
South Korea,20/11/2021,Pfizer/BioNTech,46142283
South Korea,21/11/2021,Johnson&Johnson,1504089
South Korea,21/11/2021,Moderna,13017715
South Korea,21/11/2021,Oxford/AstraZeneca,20026256
South Korea,21/11/2021,Pfizer/BioNTech,46145474
South Korea,22/11/2021,Johnson&Johnson,1504375
South Korea,22/11/2021,Moderna,13028745
South Korea,22/11/2021,Oxford/AstraZeneca,20026747
South Korea,22/11/2021,Pfizer/BioNTech,46271141
South Korea,23/11/2021,Johnson&Johnson,1504684
South Korea,23/11/2021,Moderna,13037597
South Korea,23/11/2021,Oxford/AstraZeneca,20027205
South Korea,23/11/2021,Pfizer/BioNTech,46333928
South Korea,24/11/2021,Johnson&Johnson,1504997
South Korea,24/11/2021,Moderna,13045231
South Korea,24/11/2021,Oxford/AstraZeneca,20027781
South Korea,24/11/2021,Pfizer/BioNTech,46433815
South Korea,25/11/2021,Johnson&Johnson,1505266
South Korea,25/11/2021,Moderna,13053571
South Korea,25/11/2021,Oxford/AstraZeneca,20028410
South Korea,25/11/2021,Pfizer/BioNTech,46540082
South Korea,26/11/2021,Johnson&Johnson,1505574
South Korea,26/11/2021,Moderna,13067267
South Korea,26/11/2021,Oxford/AstraZeneca,20029438
South Korea,26/11/2021,Pfizer/BioNTech,46668640
South Korea,27/11/2021,Johnson&Johnson,1505645
South Korea,27/11/2021,Moderna,13073176
South Korea,27/11/2021,Oxford/AstraZeneca,20029587
South Korea,27/11/2021,Pfizer/BioNTech,46741187
South Korea,28/11/2021,Johnson&Johnson,1505687
South Korea,28/11/2021,Moderna,13073449
South Korea,28/11/2021,Oxford/AstraZeneca,20029670
South Korea,28/11/2021,Pfizer/BioNTech,46743853
South Korea,29/11/2021,Johnson&Johnson,1505890
South Korea,29/11/2021,Moderna,13082480
South Korea,29/11/2021,Oxford/AstraZeneca,20030253
South Korea,29/11/2021,Pfizer/BioNTech,46871454
South Korea,30/11/2021,Johnson&Johnson,1506189
South Korea,30/11/2021,Moderna,13090742
South Korea,30/11/2021,Oxford/AstraZeneca,20030958
South Korea,30/11/2021,Pfizer/BioNTech,46932965
South Korea,1/12/2021,Johnson&Johnson,1506387
South Korea,1/12/2021,Moderna,13096968
South Korea,1/12/2021,Oxford/AstraZeneca,20031561
South Korea,1/12/2021,Pfizer/BioNTech,47015807
South Korea,2/12/2021,Johnson&Johnson,1506560
South Korea,2/12/2021,Moderna,13103526
South Korea,2/12/2021,Oxford/AstraZeneca,20032032
South Korea,2/12/2021,Pfizer/BioNTech,47092330
South Korea,3/12/2021,Johnson&Johnson,1506868
South Korea,3/12/2021,Moderna,13116087
South Korea,3/12/2021,Oxford/AstraZeneca,20032427
South Korea,3/12/2021,Pfizer/BioNTech,47204541
South Korea,4/12/2021,Johnson&Johnson,1506930
South Korea,4/12/2021,Moderna,13121665
South Korea,4/12/2021,Oxford/AstraZeneca,20032464
South Korea,4/12/2021,Pfizer/BioNTech,47273886
South Korea,5/12/2021,Johnson&Johnson,1506964
South Korea,5/12/2021,Moderna,13122072
South Korea,5/12/2021,Oxford/AstraZeneca,20032481
South Korea,5/12/2021,Pfizer/BioNTech,47277262
South Korea,6/12/2021,Johnson&Johnson,1507230
South Korea,6/12/2021,Moderna,13133845
South Korea,6/12/2021,Oxford/AstraZeneca,20032596
South Korea,6/12/2021,Pfizer/BioNTech,47383796
South Korea,7/12/2021,Johnson&Johnson,1507473
South Korea,7/12/2021,Moderna,13143762
South Korea,7/12/2021,Oxford/AstraZeneca,20032718
South Korea,7/12/2021,Pfizer/BioNTech,47453620
South Korea,8/12/2021,Johnson&Johnson,1507798
South Korea,8/12/2021,Moderna,13152796
South Korea,8/12/2021,Oxford/AstraZeneca,20032834
South Korea,8/12/2021,Pfizer/BioNTech,47541869
South Korea,9/12/2021,Johnson&Johnson,1508139
South Korea,9/12/2021,Moderna,13161596
South Korea,9/12/2021,Oxford/AstraZeneca,20032983
South Korea,9/12/2021,Pfizer/BioNTech,47633107
South Korea,10/12/2021,Johnson&Johnson,1508535
South Korea,10/12/2021,Moderna,13174598
South Korea,10/12/2021,Oxford/AstraZeneca,20033215
South Korea,10/12/2021,Pfizer/BioNTech,47746487
South Korea,11/12/2021,Johnson&Johnson,1508600
South Korea,11/12/2021,Moderna,13180027
