location,date,vaccine,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
Australia,21/02/2021,Pfizer/BioNTech,20,20,0,0
Australia,22/02/2021,Pfizer/BioNTech,2789,2789,0,0
Australia,23/02/2021,Pfizer/BioNTech,6914,6911,3,0
Australia,24/02/2021,Pfizer/BioNTech,16629,16626,3,0
Australia,25/02/2021,Pfizer/BioNTech,23510,23501,9,0
Australia,26/02/2021,Pfizer/BioNTech,30000,29989,11,0
Australia,27/02/2021,Pfizer/BioNTech,31894,31882,12,0
Australia,28/02/2021,Pfizer/BioNTech,34630,34618,12,0
Australia,1/03/2021,Pfizer/BioNTech,41907,41895,12,0
Australia,2/03/2021,Pfizer/BioNTech,51070,51058,12,0
Australia,3/03/2021,Pfizer/BioNTech,61009,60994,15,0
Australia,4/03/2021,Pfizer/BioNTech,71867,71848,19,0
Australia,5/03/2021,Pfizer/BioNTech,76940,76916,24,0
Australia,6/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",81345,81321,24,0
Australia,7/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",86369,86345,24,0
Australia,8/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",94908,94884,24,0
Australia,9/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",108328,108301,27,0
Australia,10/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",125000,124972,28,0
Australia,11/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",135109,135077,32,0
Australia,12/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",159294,159260,34,0
Australia,13/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",162551,162517,34,0
Australia,14/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",164781,164746,35,0
Australia,15/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",182437,182214,223,0
Australia,16/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",203557,203032,525,0
Australia,17/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",226057,224711,1346,0
Australia,18/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",240754,238673,2081,0
Australia,19/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",253831,251060,2771,0
Australia,20/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",256782,253858,2924,0
Australia,21/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",281960,262283,19677,0
Australia,22/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",312502,289317,23185,0
Australia,23/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",358502,334123,24379,0
Australia,24/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",408410,379837,28573,0
Australia,25/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",460155,427294,32861,0
Australia,26/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",506465,471771,34694,0
Australia,27/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",524189,488220,35969,0
Australia,28/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",541761,505085,36676,0
Australia,29/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",597525,551335,46190,0
Australia,30/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",670351,620336,50015,0
Australia,31/03/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",744330,671606,72724,0
Australia,1/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",823613,744369,79244,0
Australia,2/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",828059,747698,80361,0
Australia,3/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",843182,761864,81318,0
Australia,4/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",844309,762679,81630,0
Australia,5/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",854983,771972,83011,0
Australia,6/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",920334,829963,90371,0
Australia,7/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",996214,899641,96573,0
Australia,8/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1077511,940239,137272,0
Australia,9/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1138866,993668,145198,0
Australia,10/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1166568,1018671,147897,0
Australia,11/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1178302,1029486,148816,0
Australia,12/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1234681,1077574,157107,0
Australia,13/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1295672,1131621,164051,0
Australia,14/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1359305,1188424,170881,0
Australia,15/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1420577,1242588,177989,0
Australia,16/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1474558,1290409,184149,0
Australia,17/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1496912,1310866,186046,0
Australia,18/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1586556,1399808,186748,0
Australia,19/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1653286,1459097,194189,0
Australia,20/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1718107,1516390,201717,0
Australia,21/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1785698,1565322,220376,0
Australia,22/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1855601,1628307,227294,0
Australia,23/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1914047,1682424,231623,0
Australia,24/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1934077,1701357,232720,0
Australia,25/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1937485,1704743,232742,0
Australia,26/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1969337,1735756,233581,0
Australia,27/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2029544,1791020,238524,0
Australia,28/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2112285,1867045,245240,0
Australia,29/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2179544,1926672,252872,0
Australia,30/04/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2234844,1976315,258529,0
Australia,1/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2254074,1994063,260011,0
Australia,2/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2260615,1999899,260716,0
Australia,3/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2316969,2051573,265396,0
Australia,4/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2396314,2124394,271920,0
Australia,5/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2473529,2195139,278390,0
Australia,6/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2554531,2268890,285641,0
Australia,7/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2627725,2335211,292514,0
Australia,8/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2654338,2360192,294146,0
Australia,9/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2663221,2368476,294745,0
Australia,10/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2736107,2436106,300001,0
Australia,11/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2812486,2506399,306087,0
Australia,12/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2894770,2580660,314110,0
Australia,13/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2980644,2660509,320135,0
Australia,14/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3056797,2728447,328350,0
Australia,15/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3089184,2758361,330823,0
Australia,16/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3100137,2768527,331610,0
Australia,17/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3183324,2772593,410731,0
Australia,18/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3278854,2861133,417721,0
Australia,19/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3371728,2946301,425427,0
Australia,20/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3472874,3038105,434769,0
Australia,21/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3562495,3120757,,0
Australia,22/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3599964,3156107,,0
Australia,23/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3613053,3168814,,0
Australia,24/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3690622,3255437,435185,0
Australia,25/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3795280,3320569,474711,0
Australia,26/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3906668,3425248,481420,0
Australia,27/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4031539,3541569,489970,0
Australia,28/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4153149,3655905,497244,0
Australia,29/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4212899,3714197,498702,0
Australia,30/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4243600,3743622,499978,0
Australia,31/05/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4362739,3856485,506254,0
Australia,1/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4501444,3960329,541115,0
Australia,2/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4642703,4092509,550194,0
Australia,3/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4786362,4226528,559834,0
Australia,4/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4927607,4357962,569645,0
Australia,5/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5016352,4442925,573427,0
Australia,6/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5076413,4463413,613000,0
Australia,7/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5203977,4568516,635461,0
Australia,8/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5344862,4693030,651832,0
Australia,9/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5487670,4817746,669924,0
Australia,10/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5641008,4954528,686480,0
Australia,11/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5773924,,703581,0
Australia,12/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5834746,,710650,0
Australia,13/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5867299,5000913,866386,0
Australia,14/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5931245,5029208,902037,0
Australia,15/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6083320,5157291,926029,0
Australia,16/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6219330,5258090,961240,0
Australia,17/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6360666,5340569,1020097,0
Australia,18/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6491476,5447144,1044332,0
Australia,19/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6556029,5499359,1056670,0
Australia,20/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6590741,5509653,1081088,0
Australia,21/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6719384,5630732,1088652,0
Australia,22/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6860276,5645745,1214531,0
Australia,23/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6999198,5756508,1242690,0
Australia,24/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",7137632,5777713,1359919,0
Australia,25/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",7257605,5871374,1386231,0
Australia,26/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",7326320,5876688,1449632,0
Australia,27/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",7374666,5897308,1477358,0
Australia,28/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",7500700,6021941,1478759,0
Australia,29/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",7645585,6099088,1546497,0
Australia,30/06/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",7742536,6109102,1633434,0
Australia,1/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",7927854,6201581,1726273,0
Australia,2/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",8082671,6274405,1808266,0
Australia,3/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",8175657,6319911,1855746,0
Australia,4/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",8225986,6348365,1877621,0
Australia,5/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",8361030,6416805,1944225,0
Australia,6/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",8520494,6496559,2023935,0
Australia,7/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",8670124,6570649,2099475,0
Australia,8/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",8826874,6646330,2180544,0
Australia,9/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",8971704,6717106,2254598,0
Australia,10/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9070369,6766522,2303847,0
Australia,11/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9123787,6798066,2325721,0
Australia,12/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9269905,6869133,2400772,0
Australia,13/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9438826,6950177,2488649,0
Australia,14/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9608851,7030339,2578512,0
Australia,15/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9780543,7110598,2669945,0
Australia,16/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9943302,7189791,2753511,0
Australia,17/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",10045830,7243962,2801868,0
Australia,18/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",10103159,7274900,2828259,0
Australia,19/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",10270344,7363541,2906803,0
Australia,20/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",10443776,7449080,2994696,0
Australia,21/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",10638716,7548583,3090133,0
Australia,22/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",10826896,7643470,3183426,0
Australia,23/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",11011255,7739291,3271964,0
Australia,24/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",11130234,7803021,3327213,0
Australia,25/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",11199809,7840804,3359005,0
Australia,26/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",11379476,7934454,3445022,0
Australia,27/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",11570868,8025806,3545062,0
Australia,28/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",11794088,8137548,3656540,0
Australia,29/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",11999027,8237020,3762007,0
Australia,30/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",12209797,8344012,3865785,0
Australia,31/07/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",12334071,8407015,3927056,0
Australia,1/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",12410127,8445404,3964723,0
Australia,2/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",12599440,8537516,4061924,0
Australia,3/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",12818532,8644506,4174026,0
Australia,4/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",13041229,8751409,4289820,0
Australia,5/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",13281135,8872330,4408805,0
Australia,6/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",13517126,8990538,4526588,0
Australia,7/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",13673060,9061739,4611321,0
Australia,8/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",13760468,9108510,4651958,0
Australia,9/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",13978253,9217113,4761140,0
Australia,10/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",14244517,9352280,4892237,0
Australia,11/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",14507481,9484184,5023297,0
Australia,12/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",14777274,9618874,5158400,0
Australia,13/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",15056296,9760508,5295788,0
Australia,14/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",15220857,9847969,5372888,0
Australia,15/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",15315158,9905472,5409686,0
Australia,16/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",15593985,10051748,5542237,0
Australia,17/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",15867284,10195842,5671442,0
Australia,18/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",16175628,10359796,5815832,0
Australia,19/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",16478313,10519590,5958723,0
Australia,20/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",16788159,10684738,6103421,0
Australia,21/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",16983749,10793183,6190566,0
Australia,22/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",17123030,10882390,6240640,0
Australia,23/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",17412205,11043784,6368421,0
Australia,24/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",17718300,11210096,6508204,0
Australia,25/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",18052293,11391093,6661200,0
Australia,26/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",18358731,11550262,6808469,0
Australia,27/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",18674306,11724184,6950122,0
Australia,28/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",18894458,11850205,7044253,0
Australia,29/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",19052562,11956986,7095576,0
Australia,30/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",19329147,12106618,7222529,0
Australia,31/08/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",19663122,12293802,7369320,0
Australia,1/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",19992967,12480413,7512554,0
Australia,2/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",20293640,12640002,7653638,0
Australia,3/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",20605153,12811797,7793356,0
Australia,4/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",20818248,12938761,7879487,0
Australia,5/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",20948514,13023788,7924726,0
Australia,6/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",21206791,13160225,8046566,0
Australia,7/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",21500652,13313703,8186949,0
Australia,8/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",21811393,13480795,8330598,0
Australia,9/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",22129655,13646933,8482722,0
Australia,10/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",22432434,13800869,8631565,0
Australia,11/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",22627723,13907333,8720390,0
Australia,12/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",22760601,13986743,8773858,0
Australia,13/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",23100911,14179661,8921250,0
Australia,14/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",23402471,14336221,9066250,0
Australia,15/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",23707553,14491771,9215782,0
Australia,16/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",24009073,14648688,9360385,0
Australia,17/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",24346522,14816773,9529749,0
Australia,18/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",24572951,14939866,9633085,0
Australia,19/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",24745225,15044653,9700572,0
Australia,20/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",25065581,15211965,9853616,0
Australia,21/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",25396636,15377929,10018707,0
Australia,22/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",25733071,15549405,10183666,0
Australia,23/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",26080012,15724785,10355227,0
Australia,24/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",26390465,15867929,10522536,0
Australia,25/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",26609171,15974334,10634837,0
Australia,26/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",26754136,16050194,10703942,0
Australia,27/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",27056868,16194869,10861999,0
Australia,28/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",27387830,16348214,11039616,0
Australia,29/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",27695682,16493044,11202638,0
Australia,30/09/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",28035888,16649549,11386339,0
Australia,1/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",28361886,16790440,11571446,0
Australia,2/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",28572558,16882622,11689936,0
Australia,3/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",28710701,16943837,11766864,0
Australia,4/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",28895930,17027036,11868894,0
Australia,5/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",29245786,17160890,12084896,0
Australia,6/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",29581238,17287976,12293262,0
Australia,7/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",29911860,17408468,12503241,151
Australia,8/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",30242274,17521126,12720856,292
Australia,9/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",30477912,17593798,12883681,433
Australia,10/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",30643517,17644750,12998286,481
Australia,11/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",30955777,17742605,13212457,715
Australia,12/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",31292016,17844016,13446945,1055
Australia,13/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",31610475,17936776,13672371,1328
Australia,14/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",31923197,18030376,13891163,1658
Australia,15/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",32222172,18118501,14101561,2110
Australia,16/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",32418073,18170223,14245406,2444
Australia,17/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",32577130,18214049,14360419,2662
Australia,18/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",32854557,18292826,14558572,3159
Australia,19/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",33129907,18373112,14753069,3726
Australia,20/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",33404278,18452962,14946699,4617
Australia,21/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",33681381,18531078,15144905,5398
Australia,22/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",33951546,18603298,15342065,6183
Australia,23/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",34143402,18652593,15484232,6577
Australia,24/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",34268948,18692857,15569263,6828
Australia,25/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",34501374,18760049,15733744,7581
Australia,26/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",34725685,18823795,15893583,8307
Australia,27/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",34943366,18883733,16050115,9518
Australia,28/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",35166827,18944029,16212257,10541
Australia,29/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",35373820,18996212,16363567,14041
Australia,30/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",35515862,19029312,16469355,17195
Australia,31/10/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",35603091,19052562,16529442,21087
Australia,1/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",35825241,19100734,16678894,45613
Australia,2/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",35989833,19138869,16777488,73476
Australia,3/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",36184662,19177383,16907279,100000
Australia,4/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",36379077,19218733,17033089,127255
