date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,share_doses_used,total_boosters,,
23/12/2021,Alabama,5549319,8046130,2849954,2321403,18007,11966,0.69,532322.0,,
24/12/2021,Alabama,,,,,,10848,,,,
25/12/2021,Alabama,,,,,,10315,,,,
26/12/2021,Alabama,,,,,,11100,,,,
27/12/2021,Alabama,5592013,7994150,2860243,2328730,,11665,0.7,557647.0,,
28/12/2021,Alabama,5604954,7994010,2863485,2331596,12941,12304,0.701,564539.0,,
29/12/2021,Alabama,5608235,8039790,2864442,2332287,3281,10989,0.698,566205.0,,
30/12/2021,Alabama,5624234,8051430,2868764,2335344,15999,10702,0.699,574981.0,,
31/12/2021,Alabama,,,,,,10722,,,,
1/01/2022,Alabama,,,,,,10742,,,,
2/01/2022,Alabama,,,,,,10762,,,,
3/01/2022,Alabama,,,,,,10782,,,,
4/01/2022,Alabama,5678299,8027420,2884819,2345599,,10478,0.707,603124.0,,
5/01/2022,Alabama,5681793,8071240,2886070,2346404,3494,10508,0.704,604626.0,,
6/01/2022,Alabama,5695747,8391130,2890246,2349085,13954,10216,0.679,611874.0,,
7/01/2022,Alabama,5710373,8391130,2894430,2351731,14626,10761,0.681,619829.0,,
8/01/2022,Alabama,5723382,8498480,2898115,2354087,13009,11075,0.673,627028.0,,
9/01/2022,Alabama,5731467,8499980,2900267,2355660,8085,10685,0.674,631515.0,,
10/01/2022,Alabama,5742343,8499580,2903320,2357727,10876,10694,0.676,637400.0,,
11/01/2022,Alabama,5747337,8582180,2904923,2358758,4994,9863,0.67,639783.0,,
12/01/2022,Alabama,5761529,8622020,2908943,2361490,14192,11391,0.668,647357.0,,
13/01/2022,Alabama,5771935,8642820,2912053,2363643,10406,10884,0.668,652629.0,,
14/01/2022,Alabama,5795157,8667990,2919436,2369558,23222,12112,0.669,663227.0,,
15/01/2022,Alabama,5805754,8707560,2922396,2371514,10597,11767,0.667,669006.0,,
16/01/2022,Alabama,,,,,,11336,,,,
17/01/2022,Alabama,,,,,,10506,,,,
18/01/2022,Alabama,5820951,8710160,2927217,2374104,,10516,0.668,676917.0,,
19/01/2022,Alabama,5828843,8727360,2962441,2396308,7892,9616,0.668,630356.0,,
20/01/2022,Alabama,5831563,8736560,2963667,2397146,2720,8518,0.667,631073.0,,
21/01/2022,Alabama,5851443,8764630,2969685,2401094,19880,8041,0.668,641471.0,,
22/01/2022,Alabama,5851604,8795830,2969945,2401192,161,6550,0.665,641283.0,,
23/01/2022,Alabama,5908517,8798430,2985706,2411652,56913,13957,0.672,672921.0,,
24/01/2022,Alabama,5910491,8798530,2986497,2412148,1974,13515,0.672,673617.0,,
25/01/2022,Alabama,5919745,8824030,2989103,2414385,9254,14113,0.671,678094.0,,
26/01/2022,Alabama,5933422,8840730,2992597,2417639,13677,14940,0.671,685126.0,,
27/01/2022,Alabama,5935375,8855430,2993196,2418268,1953,14830,0.67,685883.0,,
28/01/2022,Alabama,5947386,8874230,2996356,2421487,12011,13706,0.67,691609.0,,
29/01/2022,Alabama,5948950,8897300,2996882,2421967,1564,13907,0.669,692194.0,,
30/01/2022,Alabama,5956347,8897300,2998983,2423893,7397,6833,0.669,695654.0,,
31/01/2022,Alabama,5960126,8897300,3000205,2425057,3779,7091,0.67,697064.0,,
1/02/2022,Alabama,5964639,8903600,3001733,2426408,4513,6413,0.67,698716.0,,
2/02/2022,Alabama,5969396,8913200,3003096,2427838,4757,5139,0.67,700723.0,,
3/02/2022,Alabama,5975361,8924900,3004743,2429527,5965,5712,0.67,703395.0,,
4/02/2022,Alabama,5981709,8927700,3006718,2431444,6348,4903,0.67,705904.0,,
5/02/2022,Alabama,5987026,8932500,3008488,2433084,5317,5439,0.67,707890.0,,
6/02/2022,Alabama,5990880,8934700,3009912,2434307,3854,4933,0.671,709150.0,,
7/02/2022,Alabama,5993802,8934700,3010724,2435296,2922,4811,0.671,710290.0,,
8/02/2022,Alabama,6001038,8941300,3012729,2437859,7236,5200,0.671,713025.0,,
9/02/2022,Alabama,6005873,8976400,3014105,2439486,4835,5211,0.669,714917.0,,
10/02/2022,Alabama,6007170,8989300,3014623,2440010,1297,4544,0.668,715189.0,,
11/02/2022,Alabama,6015101,9003600,3016727,2442615,7931,4770,0.668,718467.0,,
12/02/2022,Alabama,6020091,9013500,3018303,2444148,4990,4724,0.668,720410.0,,
13/02/2022,Alabama,6021379,9013800,3018754,2444634,1288,4357,0.668,720772.0,,
14/02/2022,Alabama,6024341,9013800,3019677,2445646,2962,4363,0.668,721814.0,,
15/02/2022,Alabama,6031560,9017400,3021405,2448121,7219,4360,0.669,724879.0,,
16/02/2022,Alabama,6032558,9023700,3021893,2448559,998,3812,0.669,724974.0,,
17/02/2022,Alabama,6063958,9180640,3024814,2451886,31400,8113,0.661,750315.0,,
18/02/2022,Alabama,6067226,9197040,3025797,2452990,3268,7446,0.66,751552.0,,
19/02/2022,Alabama,6068347,9207240,3026281,2453426,1121,6894,0.659,751771.0,,
20/02/2022,Alabama,,,,,,7397,,,,
21/02/2022,Alabama,,,,,,7662,,,,
22/02/2022,Alabama,6082787,9212140,3030186,2457846,,7318,0.66,758164.0,,
23/02/2022,Alabama,6083317,9223840,3030412,2458072,530,7251,0.66,758253.0,,
24/02/2022,Alabama,6087103,9229440,3031464,2459363,3786,3306,0.66,759750.0,,
25/02/2022,Alabama,6090785,9245840,3032452,2460564,3682,3366,0.659,761308.0,,
26/02/2022,Alabama,6094167,9252240,3033599,2461775,3382,3689,0.659,762403.0,,
27/02/2022,Alabama,,,,,,3350,,,,
28/02/2022,Alabama,6099054,9253940,3034896,2463410,,3011,0.659,764427.0,,
1/03/2022,Alabama,6100421,9254240,3035346,2463862,1367,2519,0.659,764907.0,,
2/03/2022,Alabama,6105329,9265240,3036676,2465401,4908,3145,0.659,767028.0,,
3/03/2022,Alabama,6108052,9271440,3037417,2466221,2723,2993,0.659,768223.0,,
4/03/2022,Alabama,6111841,9290440,3038492,2467540,3789,3008,0.658,769692.0,,
5/03/2022,Alabama,6114782,9297840,3039266,2468584,2941,2945,0.658,770852.0,,
6/03/2022,Alabama,6114853,9297840,3039324,2468635,71,2606,0.658,770818.0,,
7/03/2022,Alabama,6116791,9297840,3039893,2469222,1938,2534,0.658,771618.0,,
8/03/2022,Alabama,6117662,9302640,3040195,2469598,871,2463,0.658,771834.0,,
9/03/2022,Alabama,6119910,9308040,3040966,2470363,2248,2083,0.657,772600.0,,
10/03/2022,Alabama,6124293,9315840,3042339,2471885,4383,2320,0.657,774272.0,,
11/03/2022,Alabama,6126993,9328540,3043079,2472796,2700,2165,0.657,775354.0,,
12/03/2022,Alabama,6129692,9328540,3043892,2473660,2699,2130,0.657,776417.0,,
13/03/2022,Alabama,6130617,9328540,3044160,2474026,925,2252,0.657,776723.0,,
14/03/2022,Alabama,6132079,9335540,3044609,2474488,1462,2184,0.657,777284.0,,
15/03/2022,Alabama,6133930,9337440,3045185,2475174,1851,2324,0.657,777912.0,,
16/03/2022,Alabama,6136613,9344040,3045967,2476199,2683,2386,0.657,778870.0,,
17/03/2022,Alabama,6138900,9349340,3046606,2477117,2287,2087,0.657,779658.0,,
18/03/2022,Alabama,6141345,9355140,3047316,2477863,2445,2050,0.656,780691.0,,
19/03/2022,Alabama,6143378,9355140,3047990,2478446,2033,1955,0.657,781494.0,,
20/03/2022,Alabama,6145092,9355140,3048527,2478935,1714,2068,0.657,782209.0,,
21/03/2022,Alabama,6145891,9355140,3048762,2479179,799,1973,0.657,782532.0,,
22/03/2022,Alabama,6145984,9355140,3048830,2479239,93,1722,0.657,782497.0,,
23/03/2022,Alabama,6147693,9368940,3049380,2479697,1709,1583,0.656,783227.0,,
24/03/2022,Alabama,6149794,9377040,3050032,2480282,2101,1556,0.656,784141.0,,
25/03/2022,Alabama,6152000,9388840,3050642,2480944,2206,1522,0.655,785135.0,,
26/03/2022,Alabama,6154060,9396740,3051266,2481568,2060,1526,0.655,785976.0,,
27/03/2022,Alabama,6154128,9396740,3051334,2481596,68,1291,0.655,785950.0,,
28/03/2022,Alabama,6154130,9396740,3051372,2481615,2,1177,0.655,785898.0,,
29/03/2022,Alabama,6157587,9400540,3052367,2482580,3457,1658,0.655,787456.0,,
30/03/2022,Alabama,6159241,9408940,3052890,2483057,1654,1650,0.655,788139.0,,
31/03/2022,Alabama,6163615,9416240,3053982,2484171,4374,1974,0.655,790402.0,,
1/04/2022,Alabama,6167392,9416240,3054697,2484952,3777,2199,0.655,792716.0,,
2/04/2022,Alabama,6172016,9441440,3055443,2485756,4624,2565,0.654,795844.0,,
3/04/2022,Alabama,6173021,9441740,3055650,2485999,1005,2699,0.654,796421.0,,
4/04/2022,Alabama,6176008,9441740,3056098,2486493,2987,3125,0.654,798473.0,,
5/04/2022,Alabama,6180194,9455740,3056752,2487271,4186,3230,0.654,801253.0,,
6/04/2022,Alabama,6182143,9470540,3057332,2487607,1949,3272,0.653,802317.0,,
7/04/2022,Alabama,6189250,9485140,3058413,2488817,7107,3662,0.653,807186.0,,
8/04/2022,Alabama,6194325,9505640,3059166,2489605,5075,3848,0.652,810743.0,,
9/04/2022,Alabama,6199212,9505640,3059869,2490378,4887,3885,0.652,814187.0,,
10/04/2022,Alabama,6199306,9526040,3059998,2490420,94,3755,0.651,814115.0,,
11/04/2022,Alabama,6202297,9526040,3060476,2490980,2991,3756,0.651,816098.0,,
12/04/2022,Alabama,6207259,9530740,3061267,2491778,4962,3866,0.651,819506.0,,
13/04/2022,Alabama,6211888,9539540,3061990,2492564,4629,4249,0.651,822675.0,,
14/04/2022,Alabama,6216804,9550940,3062680,2493334,4916,3936,0.651,826172.0,,
15/04/2022,Alabama,6222725,9566240,3063579,2494227,5921,4057,0.65,830337.0,,
16/04/2022,Alabama,,,,,,4330,,,,
17/04/2022,Alabama,6236325,9582540,3067786,2498177,,5288,0.651,836019.0,,
18/04/2022,Alabama,6239591,9582540,3068367,2498711,3266,5328,0.651,838187.0,,
19/04/2022,Alabama,6240831,9584440,3068703,2499054,1240,4796,0.651,838758.0,,
20/04/2022,Alabama,6243574,9605440,3069113,2499476,2743,4527,0.65,840695.0,,
21/04/2022,Alabama,6251443,9617540,3070177,2500762,7869,4948,0.65,846261.0,,
22/04/2022,Alabama,,,,,,4741,,,,
23/04/2022,Alabama,6260386,9645340,3071439,2502211,,4409,0.649,852570.0,,
24/04/2022,Alabama,6260489,9645340,3071559,2502265,103,3452,0.649,852503.0,,
25/04/2022,Alabama,6264113,9646540,3072184,2502894,3624,3503,0.649,854902.0,,
26/04/2022,Alabama,6264204,9653140,3072274,2502957,91,3339,0.649,854841.0,,
27/04/2022,Alabama,6266563,9661540,3072710,2503347,2359,3284,0.649,856393.0,,
28/04/2022,Alabama,,,,,,2740,,,,
29/04/2022,Alabama,6274690,9691340,3073984,2504640,,2682,0.647,862012.0,,
30/04/2022,Alabama,6278381,9700140,3074526,2505234,3691,2571,0.647,864615.0,,
1/05/2022,Alabama,6283019,9700140,3075228,2506023,4638,3219,0.648,867791.0,,
2/05/2022,Alabama,6284138,9700140,3075480,2506225,1119,2861,0.648,868460.0,,
3/05/2022,Alabama,6284287,9706540,3075618,2506330,149,2869,0.647,868367.0,,
4/05/2022,Alabama,6287098,9713640,3076115,2506812,2811,2934,0.647,870236.0,,
5/05/2022,Alabama,6290805,9719840,3076727,2507427,3707,2883,0.647,872749.0,,
6/05/2022,Alabama,6294411,9733340,3077279,2508027,3606,2817,0.647,875230.0,,
7/05/2022,Alabama,6294474,9740540,3077377,2508078,63,2299,0.646,875146.0,,
8/05/2022,Alabama,6294545,9741240,3077440,2508105,71,1647,0.646,875131.0,,
9/05/2022,Alabama,6294545,9741240,3077478,2508122,0,1487,0.646,875078.0,,
10/05/2022,Alabama,6303249,9746940,3078789,2509666,8704,2709,0.647,880972.0,,
11/05/2022,Alabama,,,,,,2742,,,,
12/05/2022,Alabama,6309333,9771940,3079807,2510739,,2647,0.646,885020.0,,
13/05/2022,Alabama,6313176,9785840,3080476,2511297,3843,2681,0.645,887656.0,,
14/05/2022,Alabama,6316916,9795840,3081121,2511897,3740,3206,0.645,890172.0,,
15/05/2022,Alabama,6317012,9795840,3081198,2511927,96,3210,0.645,890165.0,,
16/05/2022,Alabama,6322387,9798840,3081952,2512778,5375,3977,0.645,893958.0,,
17/05/2022,Alabama,6323495,9802940,3082225,2513048,1108,2892,0.645,894529.0,,
18/05/2022,Alabama,6326499,9808740,3082744,2513558,3004,2887,0.645,896535.0,,
19/05/2022,Alabama,6330112,9818740,3083317,2514114,3613,2968,0.645,899032.0,,
20/05/2022,Alabama,6333576,9837240,3083907,2514690,3464,2914,0.644,901348.0,,
21/05/2022,Alabama,6337244,9848640,3084514,2515325,3668,2904,0.643,903798.0,,
22/05/2022,Alabama,6340733,9849240,3085081,2515884,3489,3389,0.644,906192.0,,
23/05/2022,Alabama,6343067,9849240,3085443,2516275,2334,2954,0.644,907780.0,,
24/05/2022,Alabama,6344526,9859540,3085814,2516586,1459,3004,0.643,908560.0,,
25/05/2022,Alabama,6347722,9867440,3086347,2517102,3196,3032,0.643,910740.0,,
26/05/2022,Alabama,6351550,9886440,3087026,2517736,3828,3063,0.642,913279.0,,
27/05/2022,Alabama,6355750,9905440,3087738,2518459,4200,3168,0.642,916067.0,,
28/05/2022,Alabama,,,,,,2864,,,,
29/05/2022,Alabama,,,,,,2586,,,,
30/05/2022,Alabama,,,,,,2473,,,,
31/05/2022,Alabama,6361923,9918340,3088830,2519536,,2485,0.641,920108.0,,
1/06/2022,Alabama,6366132,9920240,3089636,2520369,4209,2630,0.642,922694.0,,
2/06/2022,Alabama,6368601,9932040,3090117,2520854,2469,2436,0.641,924230.0,,
3/06/2022,Alabama,6372174,9940140,3090756,2521450,3573,2346,0.641,926587.0,,
4/06/2022,Alabama,6375537,9952640,3091311,2522039,3363,2606,0.641,928834.0,,
5/06/2022,Alabama,6378479,9952640,3091761,2522541,2942,2806,0.641,930851.0,,
6/06/2022,Alabama,6380381,9952640,3092171,2522903,1902,2857,0.641,931988.0,,
7/06/2022,Alabama,6380381,9955340,3092299,2522958,0,2637,0.641,931807.0,,
8/06/2022,Alabama,6385776,9968540,3093256,2523997,5395,2806,0.641,935242.0,,
9/06/2022,Alabama,6386398,9986140,3093398,2524132,622,2542,0.64,935595.0,,
10/06/2022,Alabama,6389171,9999740,3093883,2524597,2773,2428,0.639,937434.0,,
11/06/2022,Alabama,6392510,10012240,3094436,2525184,3339,2425,0.638,939654.0,,
12/06/2022,Alabama,6395423,10012240,3094954,2525635,2913,2421,0.639,941614.0,,
13/06/2022,Alabama,6397137,10012240,3095262,2525947,1714,2394,0.639,942714.0,,
14/06/2022,Alabama,6398110,10017140,3095467,2526178,973,2533,0.639,943255.0,,
15/06/2022,Alabama,6400265,10027340,3095891,2526582,2155,2070,0.638,944602.0,,
16/06/2022,Alabama,6402751,10035640,3096313,2527041,2486,2336,0.638,946215.0,,
17/06/2022,Alabama,,,,,,2009,,,,
18/06/2022,Alabama,,,,,,1602,,,,
19/06/2022,Alabama,,,,,,1255,,,,
20/06/2022,Alabama,,,,,,1079,,,,
21/06/2022,Alabama,,,,,,1009,,,,
22/06/2022,Alabama,,,,,,771,,,,
23/06/2022,Alabama,,,,,,485,,,,
24/06/2022,Alabama,,,,,,485,,,,
25/06/2022,Alabama,,,,,,485,,,,
26/06/2022,Alabama,,,,,,485,,,,
27/06/2022,Alabama,,,,,,485,,,,
28/06/2022,Alabama,,,,,,485,,,,
29/06/2022,Alabama,6409053,10166340,3102762,2529130,,485,0.63,944269.0,,
30/06/2022,Alabama,,,,,,678,,,,
1/07/2022,Alabama,,,,,,870,,,,
2/07/2022,Alabama,,,,,,1063,,,,
3/07/2022,Alabama,,,,,,1256,,,,
4/07/2022,Alabama,,,,,,1449,,,,
5/07/2022,Alabama,,,,,,1642,,,,
6/07/2022,Alabama,6421894,10227840,3105321,2531605,,1834,0.628,952141.0,,
7/07/2022,Alabama,,,,,,1914,,,,
8/07/2022,Alabama,,,,,,1993,,,,
9/07/2022,Alabama,,,,,,2073,,,,
10/07/2022,Alabama,,,,,,2152,,,,
11/07/2022,Alabama,,,,,,2231,,,,
12/07/2022,Alabama,,,,,,2311,,,,
13/07/2022,Alabama,6438626,10299140,3109083,2534488,,2390,0.625,962318.0,,
14/07/2022,Alabama,,,,,,2563,,,,
15/07/2022,Alabama,,,,,,2736,,,,
16/07/2022,Alabama,,,,,,2908,,,,
17/07/2022,Alabama,,,,,,3081,,,,
18/07/2022,Alabama,,,,,,3254,,,,
19/07/2022,Alabama,,,,,,3426,,,,
20/07/2022,Alabama,6463818,10351240,3114035,2538510,,3599,0.624,978644.0,,
21/07/2022,Alabama,,,,,,3594,,,,
22/07/2022,Alabama,,,,,,3588,,,,
23/07/2022,Alabama,,,,,,3583,,,,
24/07/2022,Alabama,,,,,,3578,,,,
25/07/2022,Alabama,,,,,,3572,,,,
26/07/2022,Alabama,,,,,,3567,,,,
27/07/2022,Alabama,6488750,10425540,3119090,2542311,,3562,0.622,994799.0,,
28/07/2022,Alabama,,,,,,3481,,,,
29/07/2022,Alabama,,,,,,3401,,,,
30/07/2022,Alabama,,,,,,3320,,,,
31/07/2022,Alabama,,,,,,3240,,,,
1/08/2022,Alabama,,,,,,3160,,,,
2/08/2022,Alabama,,,,,,3079,,,,
3/08/2022,Alabama,6509742,10488440,3123070,2545221,,2999,0.621,1008944.0,,
4/08/2022,Alabama,,,,,,2895,,,,
5/08/2022,Alabama,,,,,,2791,,,,
6/08/2022,Alabama,,,,,,2687,,,,
7/08/2022,Alabama,,,,,,2583,,,,
8/08/2022,Alabama,,,,,,2479,,,,
9/08/2022,Alabama,,,,,,2374,,,,
10/08/2022,Alabama,6525635,10551040,3127008,2550007,,2270,0.618,1016210.0,,
11/08/2022,Alabama,,,,,,2211,,,,
12/08/2022,Alabama,,,,,,2152,,,,
13/08/2022,Alabama,,,,,,2093,,,,
14/08/2022,Alabama,,,,,,2034,,,,
15/08/2022,Alabama,,,,,,1975,,,,
16/08/2022,Alabama,,,,,,1916,,,,
17/08/2022,Alabama,6538636,10590840,3130184,2552617,,1857,0.617,1023488.0,,
18/08/2022,Alabama,,,,,,1823,,,,
19/08/2022,Alabama,,,,,,1789,,,,
20/08/2022,Alabama,,,,,,1755,,,,
21/08/2022,Alabama,,,,,,1720,,,,
22/08/2022,Alabama,,,,,,1686,,,,
23/08/2022,Alabama,,,,,,1652,,,,
24/08/2022,Alabama,6549961,10627440,3132808,2554953,,1618,0.616,1029911.0,,
25/08/2022,Alabama,,,,,,1593,,,,
26/08/2022,Alabama,,,,,,1569,,,,
27/08/2022,Alabama,,,,,,1544,,,,
28/08/2022,Alabama,,,,,,1520,,,,
29/08/2022,Alabama,,,,,,1495,,,,
30/08/2022,Alabama,,,,,,1471,,,,
31/08/2022,Alabama,6560084,10662440,3135199,2557143,,1446,0.615,1035507.0,,
1/09/2022,Alabama,,,,,,1371,,,,
2/09/2022,Alabama,,,,,,1295,,,,
3/09/2022,Alabama,,,,,,1219,,,,
4/09/2022,Alabama,,,,,,1144,,,,
5/09/2022,Alabama,,,,,,1068,,,,
6/09/2022,Alabama,,,,,,993,,,,
7/09/2022,Alabama,6566505,10759340,3136836,2558655,,917,0.61,1038859.0,,
8/09/2022,Alabama,,,,,,1025,,,,
9/09/2022,Alabama,,,,,,1133,,,,
10/09/2022,Alabama,,,,,,1242,,,,
11/09/2022,Alabama,,,,,,1350,,,,
12/09/2022,Alabama,,,,,,1458,,,,
13/09/2022,Alabama,,,,,,1566,,,,
14/09/2022,Alabama,6578223,10941640,3139166,2560721,,1674,0.601,1046229.0,,
15/09/2022,Alabama,,,,,,1757,,,,
16/09/2022,Alabama,,,,,,1840,,,,
17/09/2022,Alabama,,,,,,1923,,,,
18/09/2022,Alabama,,,,,,2006,,,,
19/09/2022,Alabama,,,,,,2089,,,,
20/09/2022,Alabama,,,,,,2172,,,,
21/09/2022,Alabama,6594010,11031240,3141540,2562850,,2255,0.598,1057513.0,,
22/09/2022,Alabama,,,,,,2303,,,,
23/09/2022,Alabama,,,,,,2351,,,,
24/09/2022,Alabama,,,,,,2398,,,,
25/09/2022,Alabama,,,,,,2446,,,,
26/09/2022,Alabama,,,,,,2493,,,,
27/09/2022,Alabama,,,,,,2541,,,,
28/09/2022,Alabama,6612131,11131340,3144023,2565135,,2589,0.594,1070866.0,,
29/09/2022,Alabama,,,,,,2609,,,,
30/09/2022,Alabama,,,,,,2629,,,,
1/10/2022,Alabama,,,,,,2649,,,,
2/10/2022,Alabama,,,,,,2669,,,,
3/10/2022,Alabama,,,,,,2689,,,,
4/10/2022,Alabama,,,,,,2709,,,,
5/10/2022,Alabama,6631238,11209840,3146465,2569128,,2730,0.592,1083538.0,,
6/10/2022,Alabama,,,,,,2718,,,,
7/10/2022,Alabama,,,,,,2707,,,,
8/10/2022,Alabama,,,,,,2695,,,,
9/10/2022,Alabama,,,,,,2684,,,,
10/10/2022,Alabama,,,,,,2672,,,,
11/10/2022,Alabama,,,,,,2661,,,,
12/10/2022,Alabama,6649782,11279040,3148955,2571271,,2649,0.59,1097449.0,,
13/10/2022,Alabama,,,,,,2716,,,,
14/10/2022,Alabama,,,,,,2782,,,,
15/10/2022,Alabama,,,,,,2849,,,,
16/10/2022,Alabama,,,,,,2915,,,,
17/10/2022,Alabama,,,,,,2981,,,,
18/10/2022,Alabama,,,,,,3048,,,,
19/10/2022,Alabama,6671583,11384240,3151575,2573679,,3114,0.586,1114222.0,,
20/10/2022,Alabama,,,,,,3110,,,,
21/10/2022,Alabama,,,,,,3106,,,,
22/10/2022,Alabama,,,,,,3102,,,,
23/10/2022,Alabama,,,,,,3099,,,,
24/10/2022,Alabama,,,,,,3095,,,,
25/10/2022,Alabama,,,,,,3091,,,,
26/10/2022,Alabama,6693189,11439740,3154393,2576256,,3087,0.585,1130433.0,,
27/10/2022,Alabama,,,,,,3143,,,,
28/10/2022,Alabama,,,,,,3199,,,,
29/10/2022,Alabama,,,,,,3255,,,,
30/10/2022,Alabama,,,,,,3311,,,,
31/10/2022,Alabama,,,,,,3367,,,,
1/11/2022,Alabama,,,,,,3423,,,,
2/11/2022,Alabama,6717542,11535580,3157415,2578974,,3479,0.582,1149046.0,,
3/11/2022,Alabama,,,,,,3354,,,,
4/11/2022,Alabama,,,,,,3229,,,,
5/11/2022,Alabama,,,,,,3104,,,,
6/11/2022,Alabama,,,,,,2979,,,,
7/11/2022,Alabama,,,,,,2854,,,,
8/11/2022,Alabama,,,,,,2729,,,,
9/11/2022,Alabama,6735771,11582040,3159894,2581155,,2604,0.582,1162615.0,,
10/11/2022,Alabama,,,,,,2543,,,,
11/11/2022,Alabama,,,,,,2483,,,,
12/11/2022,Alabama,,,,,,2422,,,,
13/11/2022,Alabama,,,,,,2361,,,,
14/11/2022,Alabama,,,,,,2300,,,,
15/11/2022,Alabama,,,,,,2240,,,,
16/11/2022,Alabama,6751023,11652440,3161944,2583088,,2179,0.579,1173884.0,,
17/11/2022,Alabama,,,,,,2154,,,,
18/11/2022,Alabama,,,,,,2129,,,,
19/11/2022,Alabama,,,,,,2104,,,,
20/11/2022,Alabama,,,,,,2079,,,,
21/11/2022,Alabama,,,,,,2054,,,,
22/11/2022,Alabama,,,,,,2029,,,,
23/11/2022,Alabama,6765053,11720840,3164265,2585033,,2004,0.577,1183648.0,,
24/11/2022,Alabama,,,,,,3939,,,,
25/11/2022,Alabama,,,,,,5873,,,,
26/11/2022,Alabama,,,,,,7808,,,,
27/11/2022,Alabama,,,,,,9742,,,,
28/11/2022,Alabama,,,,,,11677,,,,
29/11/2022,Alabama,,,,,,13611,,,,
30/11/2022,Alabama,6873874,11756440,3171595,2593348,,15546,0.585,1276824.0,,
1/12/2022,Alabama,,,,,,13615,,,,
2/12/2022,Alabama,,,,,,11684,,,,
3/12/2022,Alabama,,,,,,9754,,,,
4/12/2022,Alabama,,,,,,7823,,,,
5/12/2022,Alabama,,,,,,5892,,,,
6/12/2022,Alabama,,,,,,3962,,,,
7/12/2022,Alabama,6888090,11790000,3173348,2594922,,2031,0.584,1287713.0,,
8/12/2022,Alabama,,,,,,2082,,,,
9/12/2022,Alabama,,,,,,2133,,,,
10/12/2022,Alabama,,,,,,2184,,,,
11/12/2022,Alabama,,,,,,2235,,,,
12/12/2022,Alabama,,,,,,2286,,,,
13/12/2022,Alabama,,,,,,2337,,,,
14/12/2022,Alabama,6904805,11836660,3175322,2596623,,2388,0.583,1300753.0,,
15/12/2022,Alabama,,,,,,2341,,,,
16/12/2022,Alabama,,,,,,2293,,,,
17/12/2022,Alabama,,,,,,2246,,,,
18/12/2022,Alabama,,,,,,2199,,,,
19/12/2022,Alabama,,,,,,2151,,,,
20/12/2022,Alabama,,,,,,2104,,,,
21/12/2022,Alabama,6919202,11884870,3177045,2598164,,2057,0.582,1311886.0,,
