location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred,,,,,
Slovenia,13/08/2021,50-59,59,53,0,,,,,
Slovenia,13/08/2021,60-69,67,62,0,,,,,
Slovenia,13/08/2021,70-79,74,70,0,,,,,
Slovenia,13/08/2021,80+,62,59,0,,,,,
Slovenia,20/08/2021,0-17,4,3,0,,,,,
Slovenia,20/08/2021,18-24,41,36,0,,,,,
Slovenia,20/08/2021,25-49,44,39,0,,,,,
Slovenia,20/08/2021,50-59,60,54,0,,,,,
Slovenia,20/08/2021,60-69,68,63,0,,,,,
Slovenia,20/08/2021,70-79,75,71,0,,,,,
Slovenia,20/08/2021,80+,63,59,0,,,,,
Slovenia,27/08/2021,0-17,5,3,0,,,,,
Slovenia,27/08/2021,18-24,43,37,0,,,,,
Slovenia,27/08/2021,25-49,45,40,0,,,,,
Slovenia,27/08/2021,50-59,61,55,0,,,,,
Slovenia,27/08/2021,60-69,68,64,0,,,,,
Slovenia,27/08/2021,70-79,76,72,0,,,,,
Slovenia,27/08/2021,80+,63,60,0,,,,,
Slovenia,3/09/2021,0-17,5,4,0,,,,,
Slovenia,3/09/2021,18-24,44,39,0,,,,,
Slovenia,3/09/2021,25-49,46,41,0,,,,,
Slovenia,3/09/2021,50-59,61,56,0,,,,,
Slovenia,3/09/2021,60-69,69,65,0,,,,,
Slovenia,3/09/2021,70-79,76,72,0,,,,,
Slovenia,3/09/2021,80+,64,60,0,,,,,
Slovenia,10/09/2021,0-17,6,4,0,,,,,
Slovenia,10/09/2021,18-24,46,41,0,,,,,
Slovenia,10/09/2021,25-49,47,42,0,,,,,
Slovenia,10/09/2021,50-59,63,57,0,,,,,
Slovenia,10/09/2021,60-69,70,66,0,,,,,
Slovenia,10/09/2021,70-79,77,73,0,,,,,
Slovenia,10/09/2021,80+,64,61,1,,,,,
Slovenia,17/09/2021,0-17,7,5,0,,,,,
Slovenia,17/09/2021,18-24,51,43,0,,,,,
Slovenia,17/09/2021,25-49,51,44,0,,,,,
Slovenia,17/09/2021,50-59,66,59,0,,,,,
Slovenia,17/09/2021,60-69,72,67,0,,,,,
Slovenia,17/09/2021,70-79,79,74,1,,,,,
Slovenia,17/09/2021,80+,66,62,3,,,,,
Slovenia,24/09/2021,0-17,7,5,0,,,,,
Slovenia,24/09/2021,18-24,53,45,0,,,,,
Slovenia,24/09/2021,25-49,53,46,0,,,,,
Slovenia,24/09/2021,50-59,68,60,1,,,,,
Slovenia,24/09/2021,60-69,74,68,1,,,,,
Slovenia,24/09/2021,70-79,80,75,1,,,,,
Slovenia,24/09/2021,80+,67,62,5,,,,,
Slovenia,1/10/2021,0-17,8,6,0,,,,,
Slovenia,1/10/2021,18-24,54,47,0,,,,,
Slovenia,1/10/2021,25-49,54,47,1,,,,,
Slovenia,1/10/2021,50-59,68,61,1,,,,,
Slovenia,1/10/2021,60-69,74,68,1,,,,,
Slovenia,1/10/2021,70-79,80,75,2,,,,,
Slovenia,1/10/2021,80+,67,63,7,,,,,
Slovenia,8/10/2021,0-17,8,6,0,,,,,
Slovenia,8/10/2021,18-24,55,49,0,,,,,
Slovenia,8/10/2021,25-49,54,49,1,,,,,
Slovenia,8/10/2021,50-59,69,63,1,,,,,
Slovenia,8/10/2021,60-69,74,70,1,,,,,
Slovenia,8/10/2021,70-79,81,77,2,,,,,
Slovenia,8/10/2021,80+,67,64,8,,,,,
Slovenia,15/10/2021,0-17,8,7,0,,,,,
Slovenia,15/10/2021,18-24,55,51,0,,,,,
Slovenia,15/10/2021,25-49,55,50,1,,,,,
Slovenia,15/10/2021,50-59,69,64,1,,,,,
Slovenia,15/10/2021,60-69,74,71,1,,,,,
Slovenia,15/10/2021,70-79,81,78,3,,,,,
Slovenia,15/10/2021,80+,68,65,10,,,,,
Slovenia,22/10/2021,0-17,8,7,0,,,,,
Slovenia,22/10/2021,18-24,55,52,0,,,,,
Slovenia,22/10/2021,25-49,55,51,1,,,,,
Slovenia,22/10/2021,50-59,69,64,1,,,,,
Slovenia,22/10/2021,60-69,75,71,1,,,,,
Slovenia,22/10/2021,70-79,81,78,5,,,,,
Slovenia,22/10/2021,80+,68,66,11,,,,,
Slovenia,29/10/2021,0-17,8,7,0,,,,,
Slovenia,29/10/2021,18-24,56,52,0,,,,,
Slovenia,29/10/2021,25-49,55,51,1,,,,,
Slovenia,29/10/2021,50-59,69,65,1,,,,,
Slovenia,29/10/2021,60-69,75,72,2,,,,,
Slovenia,29/10/2021,70-79,81,78,8,,,,,
Slovenia,29/10/2021,80+,68,66,13,,,,,
Slovenia,5/11/2021,0-17,8,8,0,,,,,
Slovenia,5/11/2021,18-24,56,53,0,,,,,
Slovenia,5/11/2021,25-49,56,52,2,,,,,
Slovenia,5/11/2021,50-59,70,65,3,,,,,
Slovenia,5/11/2021,60-69,75,72,6,,,,,
Slovenia,5/11/2021,70-79,81,79,15,,,,,
Slovenia,5/11/2021,80+,68,66,18,,,,,
Slovenia,12/11/2021,0-17,9,8,0,,,,,
Slovenia,12/11/2021,18-24,57,53,1,,,,,
Slovenia,12/11/2021,25-49,56,52,3,,,,,
Slovenia,12/11/2021,50-59,70,65,6,,,,,
Slovenia,12/11/2021,60-69,75,72,14,,,,,
Slovenia,12/11/2021,70-79,81,79,27,,,,,
Slovenia,12/11/2021,80+,68,66,26,,,,,
Slovenia,19/11/2021,0-17,9,8,0,,,,,
Slovenia,19/11/2021,18-24,58,54,2,,,,,
Slovenia,19/11/2021,25-49,57,52,5,,,,,
Slovenia,19/11/2021,50-59,71,66,9,,,,,
Slovenia,19/11/2021,60-69,76,73,21,,,,,
Slovenia,19/11/2021,70-79,82,79,36,,,,,
Slovenia,19/11/2021,80+,69,67,32,,,,,
Slovenia,26/11/2021,0-17,10,8,0,,,,,
Slovenia,26/11/2021,18-24,58,54,2,,,,,
Slovenia,26/11/2021,25-49,58,53,6,,,,,
Slovenia,26/11/2021,50-59,71,66,12,,,,,
Slovenia,26/11/2021,60-69,76,73,27,,,,,
Slovenia,26/11/2021,70-79,82,80,42,,,,,
Slovenia,26/11/2021,80+,69,67,36,,,,,
Slovenia,3/12/2021,0-17,10,8,0,,,,,
Slovenia,3/12/2021,18-24,59,55,3,,,,,
Slovenia,3/12/2021,25-49,58,54,7,,,,,
Slovenia,3/12/2021,50-59,71,67,15,,,,,
Slovenia,3/12/2021,60-69,76,74,30,,,,,
Slovenia,3/12/2021,70-79,82,80,46,,,,,
Slovenia,3/12/2021,80+,69,67,39,,,,,
Slovenia,10/12/2021,0-17,10,9,0,,,,,
Slovenia,10/12/2021,18-24,59,56,3,,,,,
Slovenia,10/12/2021,25-49,58,54,7,,,,,
Slovenia,10/12/2021,50-59,71,67,18,,,,,
Slovenia,10/12/2021,60-69,76,74,33,,,,,
Slovenia,10/12/2021,70-79,82,80,48,,,,,
Slovenia,10/12/2021,80+,69,68,41,,,,,
Slovenia,17/12/2021,0-17,10,9,0,,,,,
Slovenia,17/12/2021,18-24,59,56,4,,,,,
Slovenia,17/12/2021,25-49,58,55,9,,,,,
Slovenia,17/12/2021,50-59,71,68,20,,,,,
Slovenia,17/12/2021,60-69,77,74,36,,,,,
Slovenia,17/12/2021,70-79,82,81,50,,,,,
Slovenia,17/12/2021,80+,69,68,43,,,,,
Slovenia,24/12/2021,0-17,11,9,0,,,,,
Slovenia,24/12/2021,18-24,60,57,6,,,,,
Slovenia,24/12/2021,25-49,58,55,11,,,,,
Slovenia,24/12/2021,50-59,72,68,25,,,,,
Slovenia,24/12/2021,60-69,77,75,41,,,,,
Slovenia,24/12/2021,70-79,83,81,55,,,,,
Slovenia,24/12/2021,80+,69,68,46,,,,,
Slovenia,31/12/2021,0-17,11,9,0,,,,,
Slovenia,31/12/2021,18-24,60,57,7,,,,,
Slovenia,31/12/2021,25-49,59,55,12,,,,,
Slovenia,31/12/2021,50-59,72,68,26,,,,,
Slovenia,31/12/2021,60-69,77,75,42,,,,,
Slovenia,31/12/2021,70-79,83,81,56,,,,,
Slovenia,31/12/2021,80+,70,68,47,,,,,
Slovenia,7/01/2022,0-17,11,10,0,,,,,
Slovenia,7/01/2022,18-24,60,57,9,,,,,
Slovenia,7/01/2022,25-49,59,56,14,,,,,
Slovenia,7/01/2022,50-59,72,69,29,,,,,
Slovenia,7/01/2022,60-69,77,75,45,,,,,
Slovenia,7/01/2022,70-79,83,81,58,,,,,
Slovenia,7/01/2022,80+,70,68,48,,,,,
Slovenia,14/01/2022,0-17,11,10,0,,,,,
Slovenia,14/01/2022,18-24,60,58,12,,,,,
Slovenia,14/01/2022,25-49,59,56,17,,,,,
Slovenia,14/01/2022,50-59,72,69,33,,,,,
Slovenia,14/01/2022,60-69,77,76,48,,,,,
Slovenia,14/01/2022,70-79,83,82,61,,,,,
Slovenia,14/01/2022,80+,70,69,50,,,,,
Slovenia,21/01/2022,0-17,11,10,0,,,,,
Slovenia,21/01/2022,18-24,60,58,13,,,,,
Slovenia,21/01/2022,25-49,59,56,18,,,,,
Slovenia,21/01/2022,50-59,72,69,34,,,,,
Slovenia,21/01/2022,60-69,77,76,49,,,,,
Slovenia,21/01/2022,70-79,83,82,62,,,,,
Slovenia,21/01/2022,80+,70,69,51,,,,,
Slovenia,28/01/2022,0-17,11,10,0,,,,,
Slovenia,28/01/2022,18-24,60,58,14,,,,,
Slovenia,28/01/2022,25-49,59,56,18,,,,,
Slovenia,28/01/2022,50-59,72,69,35,,,,,
Slovenia,28/01/2022,60-69,77,76,50,,,,,
Slovenia,28/01/2022,70-79,83,82,62,,,,,
Slovenia,28/01/2022,80+,70,69,52,,,,,
Slovenia,4/02/2022,0-17,12,10,0,,,,,
Slovenia,4/02/2022,18-24,60,58,15,,,,,
Slovenia,4/02/2022,25-49,59,57,19,,,,,
Slovenia,4/02/2022,50-59,72,70,36,,,,,
Slovenia,4/02/2022,60-69,77,76,51,,,,,
Slovenia,4/02/2022,70-79,83,82,63,,,,,
Slovenia,4/02/2022,80+,70,69,52,,,,,
Slovenia,11/02/2022,0-17,12,11,0,,,,,
Slovenia,11/02/2022,18-24,61,58,15,,,,,
Slovenia,11/02/2022,25-49,59,57,20,,,,,
Slovenia,11/02/2022,50-59,72,70,37,,,,,
Slovenia,11/02/2022,60-69,77,76,52,,,,,
Slovenia,11/02/2022,70-79,83,82,64,,,,,
Slovenia,11/02/2022,80+,70,69,53,,,,,
Slovenia,18/02/2022,0-17,12,11,0,,,,,
Slovenia,18/02/2022,18-24,61,58,16,,,,,
Slovenia,18/02/2022,25-49,59,57,20,,,,,
Slovenia,18/02/2022,50-59,72,70,37,,,,,
Slovenia,18/02/2022,60-69,77,76,52,,,,,
Slovenia,18/02/2022,70-79,83,82,64,,,,,
Slovenia,18/02/2022,80+,70,69,53,,,,,
Slovenia,25/02/2022,0-17,12,11,0,,,,,
Slovenia,25/02/2022,18-24,61,58,16,,,,,
Slovenia,25/02/2022,25-49,59,57,20,,,,,
Slovenia,25/02/2022,50-59,72,70,38,,,,,
Slovenia,25/02/2022,60-69,77,76,52,,,,,
Slovenia,25/02/2022,70-79,83,82,64,,,,,
Slovenia,25/02/2022,80+,70,69,53,,,,,
Slovenia,4/03/2022,0-17,12,11,0,,,,,
Slovenia,4/03/2022,18-24,61,59,16,,,,,
Slovenia,4/03/2022,25-49,59,57,21,,,,,
Slovenia,4/03/2022,50-59,72,70,38,,,,,
Slovenia,4/03/2022,60-69,77,76,52,,,,,
Slovenia,4/03/2022,70-79,83,82,64,,,,,
Slovenia,4/03/2022,80+,70,69,53,,,,,
Slovenia,11/03/2022,0-17,12,11,0,,,,,
Slovenia,11/03/2022,18-24,61,59,16,,,,,
Slovenia,11/03/2022,25-49,59,57,21,,,,,
Slovenia,11/03/2022,50-59,72,70,38,,,,,
Slovenia,11/03/2022,60-69,77,76,53,,,,,
Slovenia,11/03/2022,70-79,83,82,64,,,,,
Slovenia,11/03/2022,80+,70,69,53,,,,,
Slovenia,18/03/2022,0-17,12,11,0,,,,,
Slovenia,18/03/2022,18-24,61,59,17,,,,,
Slovenia,18/03/2022,25-49,59,57,21,,,,,
Slovenia,18/03/2022,50-59,72,70,38,,,,,
Slovenia,18/03/2022,60-69,77,76,53,,,,,
Slovenia,18/03/2022,70-79,83,82,64,,,,,
Slovenia,18/03/2022,80+,70,69,53,,,,,
Slovenia,25/03/2022,0-17,12,11,0,,,,,
Slovenia,25/03/2022,18-24,61,59,17,,,,,
Slovenia,25/03/2022,25-49,59,57,21,,,,,
Slovenia,25/03/2022,50-59,72,70,38,,,,,
Slovenia,25/03/2022,60-69,77,76,53,,,,,
Slovenia,25/03/2022,70-79,83,82,65,,,,,
Slovenia,25/03/2022,80+,70,69,54,,,,,
Slovenia,1/04/2022,0-17,12,11,0,,,,,
Slovenia,1/04/2022,18-24,61,59,17,,,,,
Slovenia,1/04/2022,25-49,59,57,21,,,,,
Slovenia,1/04/2022,50-59,72,70,39,,,,,
Slovenia,1/04/2022,60-69,77,76,53,,,,,
Slovenia,1/04/2022,70-79,83,82,65,,,,,
Slovenia,1/04/2022,80+,70,69,54,,,,,
Slovenia,8/04/2022,0-17,12,11,0,,,,,
Slovenia,8/04/2022,18-24,61,59,17,,,,,
Slovenia,8/04/2022,25-49,59,57,22,,,,,
Slovenia,8/04/2022,50-59,72,70,39,,,,,
Slovenia,8/04/2022,60-69,77,76,53,,,,,
Slovenia,8/04/2022,70-79,83,82,65,,,,,
Slovenia,8/04/2022,80+,70,69,54,,,,,
Slovenia,15/04/2022,0-17,12,11,0,,,,,
Slovenia,15/04/2022,18-24,61,59,17,,,,,
Slovenia,15/04/2022,25-49,59,57,22,,,,,
Slovenia,15/04/2022,50-59,72,70,39,,,,,
Slovenia,15/04/2022,60-69,77,76,53,,,,,
Slovenia,15/04/2022,70-79,83,82,65,,,,,
Slovenia,15/04/2022,80+,70,69,54,,,,,
Slovenia,22/04/2022,0-17,12,11,0,,,,,
Slovenia,22/04/2022,18-24,61,59,17,,,,,
Slovenia,22/04/2022,25-49,59,57,22,,,,,
Slovenia,22/04/2022,50-59,72,70,39,,,,,
Slovenia,22/04/2022,60-69,77,76,53,,,,,
Slovenia,22/04/2022,70-79,83,82,65,,,,,
Slovenia,22/04/2022,80+,70,69,54,,,,,
Slovenia,29/04/2022,0-17,12,11,0,,,,,
Slovenia,29/04/2022,18-24,61,59,18,,,,,
Slovenia,29/04/2022,25-49,59,57,22,,,,,
Slovenia,29/04/2022,50-59,72,70,39,,,,,
Slovenia,29/04/2022,60-69,77,76,53,,,,,
Slovenia,29/04/2022,70-79,83,82,65,,,,,
Slovenia,29/04/2022,80+,70,69,54,,,,,
Slovenia,6/05/2022,0-17,12,11,0,,,,,
Slovenia,6/05/2022,18-24,61,59,18,,,,,
Slovenia,6/05/2022,25-49,59,57,22,,,,,
Slovenia,6/05/2022,50-59,72,70,39,,,,,
Slovenia,6/05/2022,60-69,77,76,54,,,,,
Slovenia,6/05/2022,70-79,83,82,65,,,,,
Slovenia,6/05/2022,80+,70,69,54,,,,,
Slovenia,13/05/2022,0-17,12,11,0,,,,,
Slovenia,13/05/2022,18-24,61,59,18,,,,,
Slovenia,13/05/2022,25-49,59,57,22,,,,,
Slovenia,13/05/2022,50-59,72,70,39,,,,,
Slovenia,13/05/2022,60-69,77,76,54,,,,,
Slovenia,13/05/2022,70-79,83,82,65,,,,,
Slovenia,13/05/2022,80+,70,69,54,,,,,
Slovenia,20/05/2022,0-17,12,11,0,,,,,
Slovenia,20/05/2022,18-24,61,59,18,,,,,
Slovenia,20/05/2022,25-49,59,57,22,,,,,
Slovenia,20/05/2022,50-59,72,70,39,,,,,
Slovenia,20/05/2022,60-69,77,76,54,,,,,
Slovenia,20/05/2022,70-79,83,82,65,,,,,
Slovenia,20/05/2022,80+,70,69,54,,,,,
Slovenia,27/05/2022,0-17,12,11,0,,,,,
Slovenia,27/05/2022,18-24,61,59,18,,,,,
Slovenia,27/05/2022,25-49,59,57,22,,,,,
Slovenia,27/05/2022,50-59,72,70,39,,,,,
Slovenia,27/05/2022,60-69,77,76,54,,,,,
Slovenia,27/05/2022,70-79,83,82,65,,,,,
Slovenia,27/05/2022,80+,70,69,54,,,,,
Slovenia,3/06/2022,0-17,12,11,0,,,,,
Slovenia,3/06/2022,18-24,61,59,18,,,,,
Slovenia,3/06/2022,25-49,59,57,22,,,,,
Slovenia,3/06/2022,50-59,72,70,39,,,,,
Slovenia,3/06/2022,60-69,77,76,54,,,,,
Slovenia,3/06/2022,70-79,83,82,65,,,,,
Slovenia,3/06/2022,80+,70,69,54,,,,,
Slovenia,10/06/2022,0-17,12,11,0,,,,,
Slovenia,10/06/2022,18-24,61,59,18,,,,,
Slovenia,10/06/2022,25-49,59,57,22,,,,,
Slovenia,10/06/2022,50-59,72,70,39,,,,,
Slovenia,10/06/2022,60-69,77,76,54,,,,,
Slovenia,10/06/2022,70-79,83,82,65,,,,,
Slovenia,10/06/2022,80+,70,69,54,,,,,
Slovenia,17/06/2022,0-17,12,11,0,,,,,
Slovenia,17/06/2022,18-24,61,59,18,,,,,
Slovenia,17/06/2022,25-49,59,57,22,,,,,
Slovenia,17/06/2022,50-59,72,70,39,,,,,
Slovenia,17/06/2022,60-69,77,76,54,,,,,
Slovenia,17/06/2022,70-79,83,82,65,,,,,
Slovenia,17/06/2022,80+,70,69,54,,,,,
Slovenia,24/06/2022,0-17,12,11,0,,,,,
Slovenia,24/06/2022,18-24,61,59,18,,,,,
Slovenia,24/06/2022,25-49,59,57,22,,,,,
Slovenia,24/06/2022,50-59,72,70,39,,,,,
Slovenia,24/06/2022,60-69,77,76,54,,,,,
Slovenia,24/06/2022,70-79,83,82,65,,,,,
Slovenia,24/06/2022,80+,70,69,54,,,,,
Slovenia,1/07/2022,0-17,12,11,0,,,,,
Slovenia,1/07/2022,18-24,61,59,18,,,,,
Slovenia,1/07/2022,25-49,59,57,22,,,,,
Slovenia,1/07/2022,50-59,72,70,39,,,,,
Slovenia,1/07/2022,60-69,77,76,54,,,,,
Slovenia,1/07/2022,70-79,83,82,65,,,,,
Slovenia,1/07/2022,80+,70,69,54,,,,,
Slovenia,8/07/2022,0-17,12,11,0,,,,,
Slovenia,8/07/2022,18-24,61,59,18,,,,,
Slovenia,8/07/2022,25-49,59,57,22,,,,,
Slovenia,8/07/2022,50-59,72,70,39,,,,,
Slovenia,8/07/2022,60-69,77,76,54,,,,,
Slovenia,8/07/2022,70-79,83,82,65,,,,,
Slovenia,8/07/2022,80+,70,69,54,,,,,
Slovenia,15/07/2022,0-17,12,11,0,,,,,
Slovenia,15/07/2022,18-24,61,59,18,,,,,
Slovenia,15/07/2022,25-49,59,57,22,,,,,
Slovenia,15/07/2022,50-59,72,70,39,,,,,
Slovenia,15/07/2022,60-69,77,76,54,,,,,
Slovenia,15/07/2022,70-79,83,82,65,,,,,
Slovenia,15/07/2022,80+,70,69,54,,,,,
Slovenia,22/07/2022,0-17,12,11,0,,,,,
Slovenia,22/07/2022,18-24,61,59,18,,,,,
Slovenia,22/07/2022,25-49,59,57,22,,,,,
Slovenia,22/07/2022,50-59,72,70,39,,,,,
Slovenia,22/07/2022,60-69,77,76,54,,,,,
Slovenia,22/07/2022,70-79,83,82,65,,,,,
Slovenia,22/07/2022,80+,70,69,54,,,,,
Slovenia,29/07/2022,0-17,12,11,0,,,,,
Slovenia,29/07/2022,18-24,61,59,18,,,,,
Slovenia,29/07/2022,25-49,59,57,22,,,,,
Slovenia,29/07/2022,50-59,72,70,39,,,,,
Slovenia,29/07/2022,60-69,77,76,54,,,,,
Slovenia,29/07/2022,70-79,83,82,65,,,,,
Slovenia,29/07/2022,80+,70,69,54,,,,,
Slovenia,5/08/2022,0-17,12,11,0,,,,,
Slovenia,5/08/2022,18-24,61,59,18,,,,,
Slovenia,5/08/2022,25-49,59,57,22,,,,,
Slovenia,5/08/2022,50-59,72,70,39,,,,,
Slovenia,5/08/2022,60-69,77,76,54,,,,,
Slovenia,5/08/2022,70-79,83,82,65,,,,,
Slovenia,5/08/2022,80+,70,69,54,,,,,
Slovenia,12/08/2022,0-17,12,11,0,,,,,
Slovenia,12/08/2022,18-24,61,59,18,,,,,
Slovenia,12/08/2022,25-49,59,57,22,,,,,
Slovenia,12/08/2022,50-59,72,70,39,,,,,
Slovenia,12/08/2022,60-69,77,76,54,,,,,
Slovenia,12/08/2022,70-79,83,82,65,,,,,
Slovenia,12/08/2022,80+,70,69,54,,,,,
Slovenia,19/08/2022,0-17,12,11,0,,,,,
Slovenia,19/08/2022,18-24,61,59,18,,,,,
Slovenia,19/08/2022,25-49,59,57,22,,,,,
Slovenia,19/08/2022,50-59,72,70,40,,,,,
Slovenia,19/08/2022,60-69,77,76,54,,,,,
Slovenia,19/08/2022,70-79,83,82,65,,,,,
Slovenia,19/08/2022,80+,70,69,54,,,,,
Slovenia,26/08/2022,0-17,12,11,0,,,,,
Slovenia,26/08/2022,18-24,61,59,18,,,,,
Slovenia,26/08/2022,25-49,59,57,22,,,,,
Slovenia,26/08/2022,50-59,72,70,40,,,,,
Slovenia,26/08/2022,60-69,77,76,54,,,,,
Slovenia,26/08/2022,70-79,83,82,65,,,,,
Slovenia,26/08/2022,80+,70,69,54,,,,,
Slovenia,2/09/2022,0-17,12,11,0,,,,,
Slovenia,2/09/2022,18-24,61,59,18,,,,,
Slovenia,2/09/2022,25-49,59,57,22,,,,,
Slovenia,2/09/2022,50-59,72,70,40,,,,,
Slovenia,2/09/2022,60-69,77,76,54,,,,,
Slovenia,2/09/2022,70-79,83,82,65,,,,,
Slovenia,2/09/2022,80+,70,69,54,,,,,
Slovenia,9/09/2022,0-17,12,11,0,,,,,
Slovenia,9/09/2022,18-24,61,59,18,,,,,
Slovenia,9/09/2022,25-49,59,57,22,,,,,
Slovenia,9/09/2022,50-59,72,70,40,,,,,
Slovenia,9/09/2022,60-69,77,76,54,,,,,
Slovenia,9/09/2022,70-79,83,82,65,,,,,
Slovenia,9/09/2022,80+,70,69,55,,,,,
Slovenia,16/09/2022,0-17,12,11,0,,,,,
Slovenia,16/09/2022,18-24,61,59,18,,,,,
Slovenia,16/09/2022,25-49,59,57,22,,,,,
Slovenia,16/09/2022,50-59,72,70,40,,,,,
Slovenia,16/09/2022,60-69,77,76,54,,,,,
Slovenia,16/09/2022,70-79,83,82,65,,,,,
Slovenia,16/09/2022,80+,70,69,55,,,,,
Slovenia,23/09/2022,0-17,12,11,0,,,,,
Slovenia,23/09/2022,18-24,61,59,18,,,,,
Slovenia,23/09/2022,25-49,59,57,22,,,,,
Slovenia,23/09/2022,50-59,72,70,40,,,,,
Slovenia,23/09/2022,60-69,77,76,54,,,,,
Slovenia,23/09/2022,70-79,83,82,65,,,,,
Slovenia,23/09/2022,80+,70,69,55,,,,,
Slovenia,30/09/2022,0-17,12,11,0,,,,,
Slovenia,30/09/2022,18-24,61,59,18,,,,,
Slovenia,30/09/2022,25-49,59,57,23,,,,,
Slovenia,30/09/2022,50-59,72,70,40,,,,,
Slovenia,30/09/2022,60-69,77,76,54,,,,,
Slovenia,30/09/2022,70-79,83,82,66,,,,,
Slovenia,30/09/2022,80+,70,69,55,,,,,
Slovenia,7/10/2022,0-17,12,11,0,,,,,
Slovenia,7/10/2022,18-24,61,59,18,,,,,
Slovenia,7/10/2022,25-49,59,57,23,,,,,
Slovenia,7/10/2022,50-59,72,70,40,,,,,
Slovenia,7/10/2022,60-69,77,76,54,,,,,
Slovenia,7/10/2022,70-79,83,82,66,,,,,
Slovenia,7/10/2022,80+,70,69,55,,,,,
Slovenia,14/10/2022,0-17,12,11,0,,,,,
Slovenia,14/10/2022,18-24,61,59,19,,,,,
Slovenia,14/10/2022,25-49,59,57,23,,,,,
Slovenia,14/10/2022,50-59,72,70,40,,,,,
Slovenia,14/10/2022,60-69,77,76,54,,,,,
Slovenia,14/10/2022,70-79,83,82,66,,,,,
Slovenia,14/10/2022,80+,70,69,55,,,,,
Slovenia,21/10/2022,0-17,12,11,0,,,,,
Slovenia,21/10/2022,18-24,61,59,19,,,,,
Slovenia,21/10/2022,25-49,59,57,23,,,,,
Slovenia,21/10/2022,50-59,72,70,40,,,,,
Slovenia,21/10/2022,60-69,77,76,54,,,,,
Slovenia,21/10/2022,70-79,83,82,66,,,,,
Slovenia,21/10/2022,80+,70,69,55,,,,,
Slovenia,28/10/2022,0-17,12,11,0,,,,,
Slovenia,28/10/2022,18-24,61,59,19,,,,,
Slovenia,28/10/2022,25-49,59,57,23,,,,,
Slovenia,28/10/2022,50-59,72,70,40,,,,,
Slovenia,28/10/2022,60-69,77,76,54,,,,,
Slovenia,28/10/2022,70-79,83,82,66,,,,,
Slovenia,28/10/2022,80+,70,69,55,,,,,
Slovenia,4/11/2022,0-17,12,11,0,,,,,
Slovenia,4/11/2022,18-24,61,59,19,,,,,
Slovenia,4/11/2022,25-49,59,57,23,,,,,
Slovenia,4/11/2022,50-59,72,70,40,,,,,
Slovenia,4/11/2022,60-69,77,76,54,,,,,
Slovenia,4/11/2022,70-79,83,82,66,,,,,
Slovenia,4/11/2022,80+,70,69,55,,,,,
Slovenia,11/11/2022,0-17,12,11,0,,,,,
Slovenia,11/11/2022,18-24,61,59,19,,,,,
Slovenia,11/11/2022,25-49,59,57,23,,,,,
Slovenia,11/11/2022,50-59,72,70,40,,,,,
Slovenia,11/11/2022,60-69,77,76,54,,,,,
Slovenia,11/11/2022,70-79,83,82,66,,,,,
Slovenia,11/11/2022,80+,70,69,55,,,,,
Slovenia,18/11/2022,0-17,12,11,0,,,,,
Slovenia,18/11/2022,18-24,61,59,19,,,,,
Slovenia,18/11/2022,25-49,59,57,23,,,,,
Slovenia,18/11/2022,50-59,72,70,40,,,,,
Slovenia,18/11/2022,60-69,77,76,54,,,,,
Slovenia,18/11/2022,70-79,83,82,66,,,,,
Slovenia,18/11/2022,80+,70,69,55,,,,,
Slovenia,25/11/2022,0-17,12,11,0,,,,,
Slovenia,25/11/2022,18-24,61,59,19,,,,,
Slovenia,25/11/2022,25-49,59,57,23,,,,,
Slovenia,25/11/2022,50-59,72,70,40,,,,,
Slovenia,25/11/2022,60-69,77,76,54,,,,,
Slovenia,25/11/2022,70-79,83,82,66,,,,,
Slovenia,25/11/2022,80+,70,69,55,,,,,
Slovenia,2/12/2022,0-17,12,11,0,,,,,
Slovenia,2/12/2022,18-24,61,59,19,,,,,
Slovenia,2/12/2022,25-49,59,57,23,,,,,
Slovenia,2/12/2022,50-59,72,70,40,,,,,
Slovenia,2/12/2022,60-69,77,76,54,,,,,
Slovenia,2/12/2022,70-79,83,82,66,,,,,
Slovenia,2/12/2022,80+,70,69,55,,,,,
Slovenia,9/12/2022,0-17,12,11,0,,,,,
Slovenia,9/12/2022,18-24,61,59,19,,,,,
Slovenia,9/12/2022,25-49,59,57,23,,,,,
Slovenia,9/12/2022,50-59,72,70,40,,,,,
Slovenia,9/12/2022,60-69,77,76,54,,,,,
Slovenia,9/12/2022,70-79,83,82,66,,,,,
Slovenia,9/12/2022,80+,70,69,55,,,,,
Slovenia,16/12/2022,0-17,12,11,0,,,,,
Slovenia,16/12/2022,18-24,61,59,19,,,,,
Slovenia,16/12/2022,25-49,59,57,23,,,,,
Slovenia,16/12/2022,50-59,72,70,40,,,,,
Slovenia,16/12/2022,60-69,77,76,54,,,,,
Slovenia,16/12/2022,70-79,83,82,66,,,,,
Slovenia,16/12/2022,80+,70,69,55,,,,,
Slovenia,23/12/2022,0-17,12,11,0,,,,,
Slovenia,23/12/2022,18-24,61,59,19,,,,,
Slovenia,23/12/2022,25-49,59,57,23,,,,,
Slovenia,23/12/2022,50-59,72,70,40,,,,,
Slovenia,23/12/2022,60-69,77,76,54,,,,,
Slovenia,23/12/2022,70-79,83,82,66,,,,,
